Type , Left     , Old Mid      , Right        , New Mid    , Frequency
INS  , STRING   ,              , ':'          , STRING     , 4        
INS  , NAME     ,              , ')'          , '('        , 4        
INS  , STRING   ,              , 'if'         , ')'        , 4        
INS  , NAME     ,              , ')'          , ']'        , 4        
DEL  , START    , 'for'        , NAME         ,            , 4        
INS  , STRING   ,              , NAME         , NEWLINE    , 4        
DEL  , '+'      , UNKNOWN_CHAR , NAME         ,            , 4        
SUB  , NAME     , 'if'         , NAME         , 'for'      , 4        
DEL  , STRING   , NUMBER       , UNKNOWN_CHAR ,            , 4        
DEL  , NAME     , NUMBER       , END          ,            , 4        
INS  , NAME     ,              , '{'          , '('        , 4        
DEL  , '='      , '/'          , NAME         ,            , 4        
INS  , STRING   ,              , '['          , ':'        , 4        
SUB  , 'return' , 'None'       , NEWLINE      , NAME       , 4        
INS  , ']'      ,              , ')'          , '}'        , 4        
DEL  , '-'      , NAME         , STRING       ,            , 4        
DEL  , NEWLINE  , STRING       , NEWLINE      ,            , 4        
DEL  , NEWLINE  , NEWLINE      , 98           ,            , 4        
DEL  , '，'      , '['          , NAME         ,            , 4        
DEL  , '('      , NUMBER       , NAME         ,            , 4        
INS  , ']'      ,              , NEWLINE      , ']'        , 4        
INS  , '='      ,              , NAME         , '['        , 4        
INS  , NAME     ,              , '('          , 'in'       , 4        
INS  , 'in'     ,              , '('          , NAME       , 4        
DEL  , NEWLINE  , '<'          , NAME         ,            , 4        
SUB  , ')'      , ')'          , END          , ']'        , 4        
INS  , ']'      ,              , NAME         , ']'        , 4        
DEL  , NUMBER   , NAME         , ')'          ,            , 4        
SUB  , START    , 'import'     , NAME         , 'from'     , 4        
DEL  , ')'      , '**'         , NEWLINE      ,            , 4        
DEL  , '('      , '<'          , NAME         ,            , 4        
INS  , NAME     ,              , END          , NEWLINE    , 4        
DEL  , NAME     , '**'         , '='          ,            , 4        
SUB  , START    , 'pass'       , '='          , NAME       , 4        
DEL  , STRING   , '.'          , '.'          ,            , 4        
INS  , NAME     ,              , NUMBER       , ':'        , 4        
DEL  , 'True'   , UNKNOWN_CHAR , ')'          ,            , 4        
INS  , NAME     ,              , STRING       , '+'        , 4        
DEL  , ')'      , ']'          , ')'          ,            , 4        
INS  , 99       ,              , NEWLINE      , NAME       , 4        
DEL  , ']'      , ']'          , NEWLINE      ,            , 4        
SUB  , ')'      , UNKNOWN_CHAR , END          , ')'        , 4        
SUB  , 99       , NAME         , ':'          , 'except'   , 4        
INS  , START    ,              , '.'          , NAME       , 4        
SUB  , NUMBER   , ':'          , NUMBER       , '-'        , 4        
DEL  , NEWLINE  , UNKNOWN_CHAR , UNKNOWN_CHAR ,            , 4        
DEL  , START    , '>'          , NEWLINE      ,            , 4        
INS  , '}'      ,              , '}'          , ']'        , 4        
SUB  , NAME     , '/'          , NAME         , '.'        , 4        
SUB  , '('      , UNKNOWN_CHAR , UNKNOWN_CHAR , STRING     , 4        
DEL  , ')'      , NUMBER       , END          ,            , 4        
DEL  , 'in'     , '*'          , NAME         ,            , 4        
DEL  , ')'      , '>>'         , '>'          ,            , 4        
SUB  , ')'      , ']'          , END          , ')'        , 4        
DEL  , 98       , NAME         , STRING       ,            , 4        
INS  , ']'      ,              , NUMBER       , '，'        , 4        
SUB  , START    , '//'         , NAME         , NEWLINE    , 4        
SUB  , NEWLINE  , 'pass'       , NEWLINE      , NAME       , 4        
SUB  , NAME     , '.'          , NAME         , 'import'   , 4        
SUB  , 98       , NAME         , STRING       , 'return'   , 4        
DEL  , NAME     , '.'          , 'import'     ,            , 4        
INS  , '('      ,              , 'if'         , ')'        , 4        
INS  , ']'      ,              , 'for'        , ')'        , 4        
INS  , STRING   ,              , '=='         , ']'        , 4        
INS  , ')'      ,              , ';'          , ')'        , 4        
DEL  , ':'      , 'return'     , STRING       ,            , 4        
INS  , NAME     ,              , '='          , NEWLINE    , 4        
INS  , NEWLINE  ,              , '='          , NAME       , 4        
INS  , ')'      ,              , NAME         , 'for'      , 4        
INS  , NAME     ,              , NUMBER       , '('        , 4        
DEL  , NUMBER   , ':'          , NEWLINE      ,            , 4        
DEL  , ')'      , '}'          , ')'          ,            , 4        
INS  , ')'      ,              , 'return'     , NEWLINE    , 4        
DEL  , NAME     , '>'          , '.'          ,            , 4        
DEL  , NAME     , '，'          , 'for'        ,            , 4        
DEL  , START    , '('          , NAME         ,            , 4        
DEL  , 'from'   , '<'          , NAME         ,            , 4        
SUB  , NUMBER   , STRING       , NUMBER       , '，'        , 3        
DEL  , '='      , NAME         , STRING       ,            , 3        
DEL  , NAME     , NAME         , '/'          ,            , 3        
DEL  , STRING   , NUMBER       , '，'          ,            , 3        
DEL  , NEWLINE  , UNKNOWN_CHAR , NEWLINE      ,            , 3        
DEL  , ')'      , '&'          , END          ,            , 3        
DEL  , NAME     , NAME         , '**'         ,            , 3        
SUB  , NAME     , UNKNOWN_CHAR , UNKNOWN_CHAR , '.'        , 3        
DEL  , START    , '**'         , 'import'     ,            , 3        
SUB  , NUMBER   , ':'          , NUMBER       , '，'        , 3        
SUB  , NAME     , '.'          , NAME         , '，'        , 3        
INS  , NAME     ,              , '['          , ':'        , 3        
DEL  , NUMBER   , NUMBER       , '/'          ,            , 3        
INS  , '='      ,              , NEWLINE      , NUMBER     , 3        
DEL  , STRING   , NAME         , '>'          ,            , 3        
DEL  , STRING   , '>'          , '，'          ,            , 3        
INS  , '='      ,              , STRING       , '{'        , 3        
DEL  , ':'      , NAME         , STRING       ,            , 3        
SUB  , STRING   , UNKNOWN_CHAR , ']'          , STRING     , 3        
SUB  , '('      , 'class'      , '='          , NAME       , 3        
SUB  , NAME     , STRING       , END          , '='        , 3        
SUB  , '('      , UNKNOWN_CHAR , '.'          , STRING     , 3        
DEL  , START    , NUMBER       , NAME         ,            , 3        
DEL  , NAME     , '*'          , END          ,            , 3        
SUB  , '('      , '%'          , NAME         , STRING     , 3        
DEL  , STRING   , NUMBER       , NAME         ,            , 3        
SUB  , NAME     , ':'          , STRING       , '='        , 3        
DEL  , STRING   , NAME         , NUMBER       ,            , 3        
DEL  , ')'      , UNKNOWN_CHAR , ')'          ,            , 3        
INS  , NAME     ,              , NEWLINE      , ']'        , 3        
DEL  , STRING   , UNKNOWN_CHAR , 'in'         ,            , 3        
INS  , STRING   ,              , ']'          , '}'        , 3        
SUB  , '='      , '['          , NUMBER       , '{'        , 3        
INS  , 'else'   ,              , 'for'        , NAME       , 3        
DEL  , NUMBER   , NAME         , NEWLINE      ,            , 3        
SUB  , '，'      , UNKNOWN_CHAR , ')'          , STRING     , 3        
DEL  , NAME     , '*'          , '='          ,            , 3        
DEL  , 98       , 'pass'       , NEWLINE      ,            , 3        
DEL  , STRING   , '...'        , ']'          ,            , 3        
INS  , 'import' ,              , NEWLINE      , NAME       , 3        
INS  , STRING   ,              , END          , '，'        , 3        
SUB  , NAME     , 'as'         , NAME         , 'for'      , 3        
DEL  , NEWLINE  , 99           , 'return'     ,            , 3        
INS  , ')'      ,              , '...'        , '，'        , 3        
SUB  , 98       , 'pass'       , UNKNOWN_CHAR , NAME       , 3        
DEL  , '('      , '('          , NUMBER       ,            , 3        
INS  , '，'      ,              , STRING       , '{'        , 3        
DEL  , NAME     , NAME         , '-'          ,            , 3        
INS  , STRING   ,              , END          , STRING     , 3        
DEL  , ')'      , 'if'         , NAME         ,            , 3        
INS  , STRING   ,              , '{'          , '，'        , 3        
INS  , ':'      ,              , NEWLINE      , '('        , 3        
DEL  , NAME     , STRING       , ']'          ,            , 3        
DEL  , '<'      , '/'          , NAME         ,            , 3        
INS  , '}'      ,              , NAME         , ')'        , 3        
DEL  , ')'      , '**'         , ')'          ,            , 3        
DEL  , '，'      , '<'          , NAME         ,            , 3        
DEL  , NUMBER   , '}'          , '，'          ,            , 3        
INS  , NEWLINE  ,              , NAME         , 'class'    , 3        
SUB  , NUMBER   , ')'          , END          , '}'        , 3        
DEL  , NAME     , NAME         , '*'          ,            , 3        
DEL  , ']'      , STRING       , END          ,            , 3        
