Type , Left         , Old Mid    , Right      , New Mid      , Frequency
SUB  , '...'        , ')'        , ']'        , '.'          , 1        
SUB  , 'not'        , NAME       , '.'        , 'is'         , 1        
INS  , 99           ,            , EOS        , '**'         , 1        
INS  , UNKNOWN_CHAR ,            , NEWLINE    , NEWLINE      , 1        
DEL  , ':'          , '}'        , ')'        ,              , 1        
DEL  , ':'          , ')'        , '('        ,              , 1        
DEL  , ':'          , '('        , '{'        ,              , 1        
SUB  , '}'          , ','        , '{'        , '}'          , 1        
INS  , '.'          ,            , ')'        , ':'          , 1        
SUB  , NAME         , STRING     , ')'        , '='          , 1        
INS  , ':'          ,            , ':'        , STRING       , 1        
DEL  , NEWLINE      , 98         , '('        ,              , 1        
SUB  , NEWLINE      , '('        , ')'        , 'else'       , 1        
SUB  , 'else'       , ')'        , NEWLINE    , ':'          , 1        
DEL  , NEWLINE      , 99         , NEWLINE    ,              , 1        
SUB  , '/'          , STRING     , EOS        , NAME         , 1        
SUB  , BOS          , 'not'      , NAME       , UNKNOWN_CHAR , 1        
INS  , STRING       ,            , '='        , NEWLINE      , 1        
INS  , ']'          ,            , NEWLINE    , NUMBER       , 1        
SUB  , NAME         , ')'        , NEWLINE    , 'while'      , 1        
SUB  , NEWLINE      , NAME       , '='        , 'continue'   , 1        
SUB  , BOS          , 'with'     , NAME       , 'while'      , 1        
SUB  , NAME         , '.'        , NAME       , NUMBER       , 1        
SUB  , NEWLINE      , NAME       , '+'        , 98           , 1        
INS  , '['          ,            , '...'      , '.'          , 1        
DEL  , 'if'         , NAME       , '!='       ,              , 1        
INS  , 'not'        ,            , NAME       , 'is'         , 1        
INS  , STRING       ,            , EOS        , ']'          , 1        
INS  , 98           ,            , 'try'      , 'while'      , 1        
SUB  , 'while'      , 'try'      , ':'        , 'True'       , 1        
INS  , NAME         ,            , '<'        , '('          , 1        
SUB  , 'while'      , '('        , ')'        , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , ')'        , ':'        , NAME         , 1        
INS  , ')'          ,            , 'if'       , '...'        , 1        
SUB  , ':'          , ','        , ']'        , 'import'     , 1        
SUB  , 'import'     , ']'        , NEWLINE    , NAME         , 1        
INS  , '('          ,            , '['        , '^'          , 1        
INS  , '}'          ,            , EOS        , NUMBER       , 1        
INS  , 'raise'      ,            , NAME       , '.'          , 1        
INS  , '+='         ,            , STRING     , UNKNOWN_CHAR , 1        
INS  , 98           ,            , 'return'   , NAME         , 1        
SUB  , NAME         , 'return'   , '{'        , '='          , 1        
SUB  , NAME         , '('        , STRING     , '<'          , 1        
INS  , ')'          ,            , '['        , '->'         , 1        
INS  , NAME         ,            , 'for'      , 'for'        , 1        
SUB  , NEWLINE      , STRING     , STRING     , 98           , 1        
SUB  , NEWLINE      , 98         , NEWLINE    , '//'         , 1        
SUB  , '//'         , NEWLINE    , 99         , NAME         , 1        
SUB  , NAME         , 99         , EOS        , '.'          , 1        
SUB  , '('          , ','        , NAME       , STRING       , 1        
SUB  , NUMBER       , '('        , ')'        , UNKNOWN_CHAR , 1        
SUB  , 'in'         , '('        , ')'        , NAME         , 1        
SUB  , NAME         , ')'        , ':'        , NAME         , 1        
SUB  , '='          , 'yield'    , 'from'     , NAME         , 1        
SUB  , '-'          , STRING     , ','        , NUMBER       , 1        
SUB  , 98           , '('        , ')'        , '...'        , 1        
SUB  , BOS          , '+'        , NAME       , 'if'         , 1        
SUB  , NAME         , 'if'       , NAME       , ':'          , 1        
SUB  , ':'          , NAME       , 'else'     , NEWLINE      , 1        
SUB  , 'else'       , STRING     , EOS        , ':'          , 1        
SUB  , ')'          , ':'        , NUMBER     , 'if'         , 1        
SUB  , ')'          , 'in'       , NAME       , 'if'         , 1        
SUB  , 'if'         , NAME       , '<'        , NUMBER       , 1        
SUB  , ')'          , '='        , NAME       , 'as'         , 1        
INS  , '='          ,            , '('        , '('          , 1        
INS  , ':'          ,            , '('        , '('          , 1        
SUB  , 98           , ')'        , NEWLINE    , '...'        , 1        
SUB  , 'import'     , '('        , NAME       , '['          , 1        
SUB  , ','          , ')'        , NEWLINE    , ']'          , 1        
SUB  , '='          , ','        , STRING     , '...'        , 1        
SUB  , '...'        , STRING     , NEWLINE    , '.'          , 1        
SUB  , UNKNOWN_CHAR , STRING     , ')'        , '.'          , 1        
SUB  , ']'          , ')'        , NEWLINE    , ']'          , 1        
DEL  , '=='         , STRING     , ']'        ,              , 1        
DEL  , '=='         , ']'        , '.'        ,              , 1        
SUB  , '=='         , '.'        , NAME       , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , NAME       , '.'        , ']'          , 1        
DEL  , NAME         , NEWLINE    , '['        ,              , 1        
SUB  , 98           , NAME       , NEWLINE    , 'global'     , 1        
INS  , 'elif'       ,            , NAME       , '**'         , 1        
INS  , ')'          ,            , '!='       , '**'         , 1        
INS  , ']'          ,            , '%'        , ':'          , 1        
SUB  , '>>'         , 'return'   , NAME       , '>'          , 1        
DEL  , 'if'         , NAME       , '.'        ,              , 1        
DEL  , 'if'         , '.'        , NAME       ,              , 1        
SUB  , NAME         , '('        , ')'        , 'else'       , 1        
SUB  , 'else'       , ')'        , ')'        , STRING       , 1        
INS  , '...'        ,            , '('        , ':'          , 1        
INS  , NAME         ,            , '%'        , '.'          , 1        
INS  , BOS          ,            , 'class'    , '.'          , 1        
INS  , '.'          ,            , 'class'    , NEWLINE      , 1        
SUB  , NEWLINE      , NAME       , '='        , 'if'         , 1        
SUB  , 'if'         , '='        , NAME       , 'not'        , 1        
INS  , 'is'         ,            , NUMBER     , UNKNOWN_CHAR , 1        
INS  , ')'          ,            , '['        , '**'         , 1        
SUB  , ']'          , ')'        , ':'        , ']'          , 1        
SUB  , ']'          , ':'        , NEWLINE    , ')'          , 1        
INS  , NUMBER       ,            , ':'        , '//'         , 1        
INS  , '//'         ,            , ':'        , NAME         , 1        
INS  , ']'          ,            , '<'        , '='          , 1        
INS  , ')'          ,            , EOS        , '='          , 1        
SUB  , 98           , '+'        , STRING     , NAME         , 1        
INS  , '<='         ,            , NAME       , UNKNOWN_CHAR , 1        
SUB  , '('          , '('        , 'yield'    , 'yield'      , 1        
SUB  , 'yield'      , 'yield'    , NAME       , '('          , 1        
INS  , '//'         ,            , NAME       , '...'        , 1        
DEL  , ')'          , '='        , NUMBER     ,              , 1        
DEL  , ')'          , NUMBER     , NEWLINE    ,              , 1        
DEL  , NAME         , ')'        , '|'        ,              , 1        
DEL  , 'None'       , ']'        , ')'        ,              , 1        
DEL  , 'None'       , ')'        , EOS        ,              , 1        
SUB  , NAME         , ')'        , ')'        , '*'          , 1        
SUB  , NEWLINE      , 'if'       , '('        , 'elif'       , 1        
DEL  , '('          , STRING     , '.'        ,              , 1        
SUB  , NAME         , '('        , NAME       , ':'          , 1        
SUB  , BOS          , NAME       , '='        , 'del'        , 1        
SUB  , 98           , NAME       , '.'        , 'del'        , 1        
SUB  , '('          , NAME       , ')'        , 'del'        , 1        
INS  , 'is'         ,            , NUMBER     , NAME         , 1        
INS  , ')'          ,            , '('        , NEWLINE      , 1        
SUB  , NEWLINE      , '('        , ')'        , 99           , 1        
SUB  , 99           , ')'        , EOS        , ']'          , 1        
INS  , NAME         ,            , '>='       , ';'          , 1        
SUB  , ';'          , '>='       , NAME       , '='          , 1        
SUB  , NAME         , '>'        , NAME       , ';'          , 1        
DEL  , 'return'     , '('        , NUMBER     ,              , 1        
DEL  , ')'          , NEWLINE    , '{'        ,              , 1        
SUB  , 'return'     , NAME       , NEWLINE    , STRING       , 1        
SUB  , ':'          , 'raise'    , NAME       , NAME         , 1        
DEL  , STRING       , '['        , NUMBER     ,              , 1        
DEL  , STRING       , NUMBER     , ']'        ,              , 1        
SUB  , NAME         , '='        , NAME       , ')'          , 1        
INS  , 99           ,            , 'return'   , 'else'       , 1        
INS  , 'else'       ,            , 'return'   , ':'          , 1        
SUB  , NAME         , '('        , NAME       , 'if'         , 1        
SUB  , NAME         , '-'        , NAME       , 'else'       , 1        
SUB  , NEWLINE      , ')'        , NEWLINE    , NAME         , 1        
SUB  , ']'          , '+'        , NAME       , NAME         , 1        
INS  , STRING       ,            , ')'        , '.'          , 1        
SUB  , NAME         , ']'        , '='        , NEWLINE      , 1        
INS  , ':'          ,            , NUMBER     , '<'          , 1        
INS  , '<'          ,            , NUMBER     , 'class'      , 1        
INS  , 'class'      ,            , NUMBER     , STRING       , 1        
SUB  , STRING       , NUMBER     , '}'        , '>'          , 1        
INS  , 'def'        ,            , NAME       , NUMBER       , 1        
SUB  , NAME         , '('        , NAME       , '+'          , 1        
SUB  , '+'          , ')'        , 'for'      , NAME         , 1        
INS  , 'else'       ,            , NAME       , NAME         , 1        
DEL  , '('          , ')'        , '}'        ,              , 1        
SUB  , '('          , '}'        , EOS        , UNKNOWN_CHAR , 1        
SUB  , NEWLINE      , '/'        , STRING     , NAME         , 1        
DEL  , '.'          , ')'        , EOS        ,              , 1        
SUB  , 'return'     , NAME       , '('        , 'return'     , 1        
INS  , 98           ,            , NAME       , 'yield'      , 1        
DEL  , '+='         , 'yield'    , NAME       ,              , 1        
SUB  , STRING       , ']'        , ','        , ','          , 1        
SUB  , ','          , ','        , NAME       , ']'          , 1        
DEL  , '{'          , '('        , NAME       ,              , 1        
SUB  , '('          , NAME       , 'in'       , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , 'in'       , NAME       , UNKNOWN_CHAR , 1        
SUB  , NAME         , 'if'       , '('        , NAME         , 1        
INS  , 'else'       ,            , NAME       , NEWLINE      , 1        
INS  , '%'          ,            , NAME       , UNKNOWN_CHAR , 1        
SUB  , NEWLINE      , '['        , ']'        , 'if'         , 1        
SUB  , 'if'         , ']'        , 'is'       , NAME         , 1        
INS  , 'None'       ,            , EOS        , ':'          , 1        
DEL  , 'True'       , ','        , STRING     ,              , 1        
INS  , NEWLINE      ,            , NUMBER     , '%'          , 1        
INS  , NAME         ,            , '^'        , '^'          , 1        
INS  , ')'          ,            , ':'        , '!='         , 1        
SUB  , '!='         , ':'        , NEWLINE    , STRING       , 1        
SUB  , ':'          , NAME       , '}'        , 'pass'       , 1        
SUB  , STRING       , '}'        , NEWLINE    , ']'          , 1        
DEL  , BOS          , '('        , '{'        ,              , 1        
DEL  , ')'          , '}'        , 'for'      ,              , 1        
SUB  , NAME         , 'in'       , NAME       , '('          , 1        
DEL  , '('          , '['        , ']'        ,              , 1        
DEL  , '('          , ']'        , '['        ,              , 1        
SUB  , 'if'         , NAME       , '>'        , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , '>'        , NUMBER     , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , NUMBER     , ':'        , UNKNOWN_CHAR , 1        
SUB  , '('          , NAME       , '=='       , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , '=='       , NAME       , UNKNOWN_CHAR , 1        
INS  , UNKNOWN_CHAR ,            , STRING     , '**'         , 1        
INS  , '**'         ,            , STRING     , NAME         , 1        
SUB  , NAME         , STRING     , ','        , '**'         , 1        
DEL  , NUMBER       , ':'        , NAME       ,              , 1        
DEL  , NUMBER       , NAME       , EOS        ,              , 1        
DEL  , '-'          , NAME       , ','        ,              , 1        
SUB  , ')'          , NAME       , NEWLINE    , 'return'     , 1        
SUB  , '('          , NAME       , '.'        , '.'          , 1        
INS  , NAME         ,            , ':'        , 'and'        , 1        
SUB  , NAME         , NAME       , ')'        , NEWLINE      , 1        
SUB  , NAME         , STRING     , EOS        , '.'          , 1        
INS  , STRING       ,            , ')'        , '>'          , 1        
SUB  , '['          , '~'        , NAME       , UNKNOWN_CHAR , 1        
SUB  , '>'          , NAME       , '>>'       , '<'          , 1        
SUB  , '<'          , '>>'       , NAME       , '/'          , 1        
SUB  , 99           , ']'        , '>'        , '>>'         , 1        
DEL  , 'False'      , 99         , 'for'      ,              , 1        
SUB  , '>>'         , '>>='      , '['        , '>'          , 1        
SUB  , ')'          , ','        , NAME       , 'for'        , 1        
SUB  , 'if'         , NAME       , 'in'       , 'None'       , 1        
SUB  , ')'          , 'for'      , NAME       , 'from'       , 1        
INS  , NAME         ,            , 'for'      , STRING       , 1        
DEL  , 'return'     , '('        , '('        ,              , 1        
DEL  , ']'          , '+'        , NAME       ,              , 1        
SUB  , NAME         , '('        , NAME       , 'with'       , 1        
DEL  , 'import'     , NAME       , 'as'       ,              , 1        
DEL  , ')'          , 'as'       , NAME       ,              , 1        
DEL  , STRING       , ','        , 'True'     ,              , 1        
SUB  , STRING       , 'True'     , ')'        , ')'          , 1        
SUB  , 'in'         , NAME       , ':'        , 'as'         , 1        
SUB  , NAME         , NEWLINE    , NAME       , ','          , 1        
INS  , NUMBER       ,            , '^'        , '^'          , 1        
INS  , NAME         ,            , NEWLINE    , 'None'       , 1        
INS  , NAME         ,            , EOS        , 'None'       , 1        
INS  , NAME         ,            , '*'        , '('          , 1        
DEL  , ':'          , 'True'     , EOS        ,              , 1        
DEL  , ')'          , '*'        , NUMBER     ,              , 1        
SUB  , ')'          , '<'        , NUMBER     , NAME         , 1        
SUB  , NAME         , 99         , 'if'       , NEWLINE      , 1        
SUB  , NEWLINE      , '('        , NAME       , STRING       , 1        
SUB  , ']'          , ')'        , EOS        , '('          , 1        
INS  , ','          ,            , NAME       , 'as'         , 1        
INS  , 'as'         ,            , NAME       , '.'          , 1        
SUB  , '.'          , NAME       , '='        , 'is'         , 1        
INS  , NUMBER       ,            , 'is'       , NAME         , 1        
INS  , 'is'         ,            , NAME       , 'for'        , 1        
DEL  , STRING       , '='        , NAME       ,              , 1        
SUB  , STRING       , STRING     , ')'        , NEWLINE      , 1        
SUB  , NEWLINE      , ')'        , NEWLINE    , STRING       , 1        
DEL  , NAME         , ','        , '{'        ,              , 1        
SUB  , STRING       , '%'        , '+'        , NAME         , 1        
INS  , NUMBER       ,            , '=='       , 'if'         , 1        
SUB  , ','          , ']'        , ')'        , STRING       , 1        
INS  , '//'         ,            , NAME       , 'and'        , 1        
DEL  , 98           , STRING     , 'in'       ,              , 1        
INS  , BOS          ,            , NEWLINE    , 'while'      , 1        
INS  , 'while'      ,            , NEWLINE    , NAME         , 1        
INS  , ':'          ,            , NEWLINE    , '-'          , 1        
SUB  , NAME         , 'with'     , NAME       , '='          , 1        
SUB  , NAME         , NEWLINE    , NAME       , 'with'       , 1        
SUB  , '-'          , '-='       , NAME       , NAME         , 1        
SUB  , NEWLINE      , NAME       , ':'        , 'try'        , 1        
SUB  , ','          , NEWLINE    , 'import'   , '...'        , 1        
INS  , ')'          ,            , NAME       , 'for'        , 1        
SUB  , NAME         , ')'        , ']'        , ']'          , 1        
SUB  , '+'          , NAME       , '*'        , 'lambda'     , 1        
SUB  , STRING       , ':'        , STRING     , UNKNOWN_CHAR , 1        
INS  , UNKNOWN_CHAR ,            , ')'        , NAME         , 1        
SUB  , ':'          , 'return'   , NAME       , NEWLINE      , 1        
SUB  , 99           , NEWLINE    , 99         , 'return'     , 1        
SUB  , 'return'     , 99         , EOS        , NAME         , 1        
INS  , 98           ,            , '.'        , STRING       , 1        
SUB  , NEWLINE      , 99         , EOS        , '...'        , 1        
INS  , 'and'        ,            , NAME       , 'if'         , 1        
INS  , 'import'     ,            , NAME       , '<'          , 1        
INS  , ')'          ,            , '<'        , NUMBER       , 1        
INS  , NUMBER       ,            , NAME       , ':'          , 1        
SUB  , 98           , 'del'      , NAME       , NAME         , 1        
SUB  , '.'          , NAME       , EOS        , ':'          , 1        
INS  , ']'          ,            , NEWLINE    , '...'        , 1        
SUB  , '&'          , '('        , NAME       , '&'          , 1        
SUB  , 98           , NAME       , '='        , 'class'      , 1        
SUB  , 'return'     , NAME       , NEWLINE    , 'class'      , 1        
DEL  , '('          , STRING     , STRING     ,              , 1        
INS  , '('          ,            , 'lambda'   , NAME         , 1        
SUB  , NAME         , 'lambda'   , NAME       , ','          , 1        
SUB  , ')'          , '+'        , 'True'     , 'else'       , 1        
SUB  , ','          , NAME       , ','        , 'pass'       , 1        
SUB  , NAME         , ')'        , '+'        , UNKNOWN_CHAR , 1        
SUB  , ']'          , '('        , ')'        , NEWLINE      , 1        
INS  , ')'          ,            , '<='       , '<'          , 1        
SUB  , '>'          , NAME       , '/'        , '<'          , 1        
DEL  , NAME         , 'def'      , NAME       ,              , 1        
DEL  , NEWLINE      , NAME       , '//'       ,              , 1        
SUB  , ','          , NEWLINE    , NAME       , ']'          , 1        
DEL  , ','          , NAME       , '=='       ,              , 1        
SUB  , ','          , '=='       , NAME       , UNKNOWN_CHAR , 1        
INS  , 'in'         ,            , '('        , NAME         , 1        
SUB  , NAME         , 'not'      , 'in'       , 'in'         , 1        
SUB  , 'in'         , 'in'       , NAME       , 'not'        , 1        
INS  , ']'          ,            , ')'        , '+'          , 1        
SUB  , '+'          , ')'        , ')'        , NUMBER       , 1        
SUB  , ','          , ':'        , NUMBER     , '.'          , 1        
SUB  , '.'          , NUMBER     , '}'        , '.'          , 1        
INS  , '>'          ,            , '{'        , ','          , 1        
SUB  , ')'          , ':'        , NEWLINE    , UNKNOWN_CHAR , 1        
SUB  , NAME         , '%'        , '('        , '['          , 1        
INS  , ']'          ,            , '.'        , '}'          , 1        
INS  , '...'        ,            , NEWLINE    , 'continue'   , 1        
INS  , 'continue'   ,            , NEWLINE    , 'with'       , 1        
INS  , BOS          ,            , '('        , UNKNOWN_CHAR , 1        
INS  , ')'          ,            , EOS        , '('          , 1        
SUB  , NAME         , NEWLINE    , NAME       , '['          , 1        
SUB  , NAME         , '.'        , NAME       , 'from'       , 1        
SUB  , NAME         , ','        , '+'        , NAME         , 1        
INS  , '+='         ,            , NAME       , NUMBER       , 1        
INS  , NEWLINE      ,            , '{'        , '{'          , 1        
DEL  , BOS          , ':'        , '...'      ,              , 1        
DEL  , BOS          , '...'      , NEWLINE    ,              , 1        
DEL  , BOS          , NEWLINE    , 'else'     ,              , 1        
SUB  , STRING       , STRING     , STRING     , '.'          , 1        
INS  , '/'          ,            , STRING     , '{'          , 1        
INS  , '/'          ,            , NAME       , '('          , 1        
INS  , '{'          ,            , STRING     , ':'          , 1        
INS  , 'if'         ,            , NAME       , '**'         , 1        
INS  , ']'          ,            , '.'        , '**'         , 1        
INS  , 'yield'      ,            , NAME       , '**'         , 1        
SUB  , UNKNOWN_CHAR , STRING     , ')'        , ';'          , 1        
SUB  , NAME         , '['        , STRING     , STRING       , 1        
SUB  , NUMBER       , '-'        , NUMBER     , NUMBER       , 1        
DEL  , 'in'         , NAME       , NEWLINE    ,              , 1        
INS  , 99           ,            , 'for'      , '>>'         , 1        
INS  , NAME         ,            , STRING     , NEWLINE      , 1        
SUB  , 98           , 'return'   , 'True'     , NAME         , 1        
INS  , STRING       ,            , '//'       , ':'          , 1        
DEL  , NAME         , NEWLINE    , NEWLINE    ,              , 1        
SUB  , '}'          , ','        , '{'        , '.'          , 1        
DEL  , 'await'      , '('        , NAME       ,              , 1        
SUB  , BOS          , ')'        , '>'        , '>>'         , 1        
SUB  , STRING       , STRING     , ')'        , ';'          , 1        
SUB  , NAME         , '('        , NUMBER     , ','          , 1        
SUB  , ','          , NUMBER     , ')'        , NAME         , 1        
DEL  , ')'          , NAME       , 'for'      ,              , 1        
SUB  , STRING       , ')'        , ','        , '>'          , 1        
SUB  , NEWLINE      , NAME       , '='        , 'lambda'     , 1        
SUB  , 'in'         , 'in'       , NAME       , NAME         , 1        
SUB  , ']'          , '='        , NAME       , '['          , 1        
INS  , 'not'        ,            , NAME       , '('          , 1        
SUB  , NAME         , '=='       , 'False'    , '='          , 1        
SUB  , STRING       , '+'        , NUMBER     , ':'          , 1        
SUB  , '/'          , STRING     , '+'        , UNKNOWN_CHAR , 1        
INS  , 'lambda'     ,            , NAME       , '['          , 1        
DEL  , ')'          , NEWLINE    , NUMBER     ,              , 1        
DEL  , 99           , NAME       , ','        ,              , 1        
DEL  , 99           , ','        , EOS        ,              , 1        
INS  , '('          ,            , NAME       , '.'          , 1        
SUB  , NAME         , '!='       , NUMBER     , 'not'        , 1        
SUB  , NAME         , '...'      , ')'        , UNKNOWN_CHAR , 1        
SUB  , '='          , '['        , '('        , '('          , 1        
DEL  , 'for'        , NAME       , 'if'       ,              , 1        
INS  , NAME         ,            , '//'       , NEWLINE      , 1        
INS  , '('          ,            , NAME       , 'lambda'     , 1        
SUB  , STRING       , STRING     , '.'        , NAME         , 1        
SUB  , STRING       , ')'        , EOS        , ';'          , 1        
SUB  , '('          , NAME       , '('        , 'global'     , 1        
SUB  , '('          , '('        , '('        , NAME         , 1        
INS  , STRING       ,            , '<'        , ')'          , 1        
INS  , 'is'         ,            , NAME       , 'from'       , 1        
SUB  , NAME         , ')'        , NEWLINE    , '.'          , 1        
INS  , 'and'        ,            , '('        , NEWLINE      , 1        
INS  , NEWLINE      ,            , '('        , NAME         , 1        
SUB  , ','          , ')'        , '+'        , STRING       , 1        
INS  , NUMBER       ,            , '>'        , NEWLINE      , 1        
DEL  , '['          , ']'        , ')'        ,              , 1        
DEL  , '['          , ')'        , '}'        ,              , 1        
DEL  , '['          , '}'        , NEWLINE    ,              , 1        
DEL  , '['          , NEWLINE    , NAME       ,              , 1        
SUB  , ']'          , ')'        , EOS        , ']'          , 1        
INS  , NAME         ,            , '.'        , NEWLINE      , 1        
SUB  , NUMBER       , ','        , STRING     , ']'          , 1        
INS  , ')'          ,            , ')'        , '|'          , 1        
SUB  , BOS          , 'from'     , NAME       , 'if'         , 1        
SUB  , NAME         , NAME       , 'import'   , '=='         , 1        
SUB  , '=='         , 'import'   , NAME       , STRING       , 1        
SUB  , STRING       , NAME       , NEWLINE    , ':'          , 1        
INS  , '+='         ,            , NAME       , '('          , 1        
INS  , NEWLINE      ,            , '{'        , NAME         , 1        
DEL  , NAME         , ';'        , NAME       ,              , 1        
SUB  , '('          , NAME       , ','        , STRING       , 1        
SUB  , NAME         , 'or'       , NAME       , NAME         , 1        
INS  , NEWLINE      ,            , 'in'       , 99           , 1        
INS  , NEWLINE      ,            , 'return'   , '->'         , 1        
INS  , NAME         ,            , '-'        , '-'          , 1        
INS  , '-'          ,            , '-'        , 'with'       , 1        
INS  , 98           ,            , 'del'      , 'del'        , 1        
INS  , ';'          ,            , STRING     , NAME         , 1        
INS  , NAME         ,            , NEWLINE    , '{'          , 1        
SUB  , '{'          , NEWLINE    , NAME       , NAME         , 1        
SUB  , NAME         , ')'        , ','        , NAME         , 1        
INS  , 'if'         ,            , STRING     , UNKNOWN_CHAR , 1        
SUB  , UNKNOWN_CHAR , STRING     , '.'        , NAME         , 1        
SUB  , '>'          , '('        , NAME       , NAME         , 1        
INS  , NUMBER       ,            , '//'       , NEWLINE      , 1        
INS  , NAME         ,            , '.'        , NAME         , 1        
DEL  , '.'          , NAME       , ']'        ,              , 1        
DEL  , '.'          , ']'        , EOS        ,              , 1        
DEL  , 'None'       , ')'        , ':'        ,              , 1        
INS  , NAME         ,            , 'with'     , '['          , 1        
INS  , '['          ,            , 'with'     , NUMBER       , 1        
INS  , NUMBER       ,            , 'with'     , ']'          , 1        
INS  , ']'          ,            , 'with'     , ':'          , 1        
SUB  , NAME         , ')'        , ')'        , ']'          , 1        
SUB  , 98           , NAME       , '='        , 'and'        , 1        
INS  , STRING       ,            , NAME       , 'if'         , 1        
SUB  , ':'          , NAME       , NEWLINE    , ')'          , 1        
SUB  , UNKNOWN_CHAR , STRING     , ':'        , 'or'         , 1        
INS  , STRING       ,            , '('        , NAME         , 1        
INS  , NUMBER       ,            , 'and'      , ':'          , 1        
INS  , ':'          ,            , 'and'      , NEWLINE      , 1        
SUB  , NEWLINE      , 'and'      , 'not'      , 'if'         , 1        
SUB  , STRING       , STRING     , '%'        , UNKNOWN_CHAR , 1        
INS  , NUMBER       ,            , EOS        , '*'          , 1        
INS  , 'True'       ,            , NEWLINE    , ')'          , 1        
INS  , ':'          ,            , NEWLINE    , '^'          , 1        
SUB  , 'return'     , NUMBER     , EOS        , '['          , 1        
INS  , '//'         ,            , NAME       , UNKNOWN_CHAR , 1        
SUB  , NEWLINE      , NAME       , '='        , 'global'     , 1        
INS  , NAME         ,            , 'for'      , ':'          , 1        
INS  , UNKNOWN_CHAR ,            , STRING     , '{'          , 1        
INS  , '{'          ,            , STRING     , '%'          , 1        
SUB  , '%'          , STRING     , EOS        , '}'          , 1        
SUB  , ':'          , ','        , STRING     , NUMBER       , 1        
INS  , '|'          ,            , '('        , NEWLINE      , 1        
SUB  , 99           , 'raise'    , NAME       , 'except'     , 1        
INS  , ']'          ,            , 'in'       , NAME         , 1        
DEL  , 'for'        , 'in'       , '('        ,              , 1        
SUB  , '('          , STRING     , ','        , '*'          , 1        
SUB  , NAME         , 99         , 'yield'    , NEWLINE      , 1        
SUB  , BOS          , NEWLINE    , 'import'   , UNKNOWN_CHAR , 1        
DEL  , ':'          , 'break'    , EOS        ,              , 1        
DEL  , '}'          , '.'        , NAME       ,              , 1        
SUB  , '}'          , NAME       , '%'        , '='          , 1        
INS  , STRING       ,            , EOS        , '>'          , 1        
INS  , 'global'     ,            , NAME       , NAME         , 1        
INS  , NAME         ,            , NAME       , 'is'         , 1        
INS  , NAME         ,            , '^'        , UNKNOWN_CHAR , 1        
INS  , '^'          ,            , NAME       , UNKNOWN_CHAR , 1        
INS  , '='          ,            , STRING     , '.'          , 1        
SUB  , '.'          , STRING     , ')'        , '*'          , 1        
SUB  , NEWLINE      , '('        , '('        , 98           , 1        
SUB  , ')'          , ')'        , ')'        , ']'          , 1        
DEL  , '**'         , '('        , NUMBER     ,              , 1        
SUB  , NEWLINE      , NAME       , '['        , '>'          , 1        
SUB  , STRING       , STRING     , ']'        , '...'        , 1        
SUB  , NAME         , '+='       , NAME       , NAME         , 1        
INS  , ':'          ,            , NAME       , '('          , 1        
SUB  , ','          , ')'        , 'for'      , '('          , 1        
SUB  , '('          , 'for'      , NAME       , NAME         , 1        
SUB  , NAME         , '['        , STRING     , ')'          , 1        
SUB  , STRING       , ']'        , ']'        , ')'          , 1        
INS  , NAME         ,            , STRING     , '...'        , 1        
SUB  , '...'        , STRING     , ','        , '&'          , 1        
SUB  , NAME         , ']'        , ')'        , NAME         , 1        
SUB  , NUMBER       , STRING     , ':'        , UNKNOWN_CHAR , 1        
SUB  , NAME         , '*'        , NAME       , NAME         , 1        
SUB  , '['          , ','        , STRING     , '...'        , 1        
SUB  , '...'        , STRING     , ','        , ']'          , 1        
DEL  , ','          , ']'        , ','        ,              , 1        
SUB  , ','          , ','        , '}'        , '...'        , 1        
INS  , NEWLINE      ,            , NEWLINE    , '=='         , 1        
INS  , 99           ,            , '['        , NAME         , 1        
SUB  , 98           , 'if'       , 'not'      , 'is'         , 1        
SUB  , 98           , 'if'       , 'not'      , NAME         , 1        
SUB  , ')'          , ')'        , NEWLINE    , '}'          , 1        
DEL  , 99           , STRING     , STRING     ,              , 1        
DEL  , 99           , STRING     , EOS        ,              , 1        
DEL  , 'None'       , ','        , NAME       ,              , 1        
SUB  , 99           , NAME       , NEWLINE    , 'raise'      , 1        
SUB  , STRING       , STRING     , ','        , '.'          , 1        
INS  , '.'          ,            , STRING     , '='          , 1        
SUB  , 99           , NEWLINE    , 99         , NAME         , 1        
SUB  , NAME         , 99         , EOS        , NAME         , 1        
INS  , '='          ,            , '...'      , '.'          , 1        
SUB  , 'if'         , NAME       , 'or'       , 'not'        , 1        
SUB  , 'not'        , 'or'       , 'not'      , NAME         , 1        
SUB  , STRING       , ')'        , NEWLINE    , NEWLINE      , 1        
SUB  , NEWLINE      , NEWLINE    , NAME       , 99           , 1        
DEL  , ','          , ')'        , '}'        ,              , 1        
SUB  , NAME         , NAME       , '.'        , STRING       , 1        
DEL  , 'is'         , '('        , ')'        ,              , 1        
