Snippet length, Patch size, Time to find human repair (ms), First valid repair, Total repairs sampled, Distinct valid repairs, Throughput
18, 2, 532, 0, 39201, 1, 73
78, 1, 3816, 2475, 124744, 32, 32
20, 2, 156, 143, 1750, 3, 11
53, 2, 1027, 966, 9511, 3, 9
71, 1, 2718, 2305, 82591, 10, 30
34, 1, 2160, 1399, 100283, 38, 46
12, 1, 78, 77, 264, 2, 3
32, 1, 538, 445, 12908, 67, 23
48, 2, 517, 488, 2597, 11, 5
56, 1, 159, 118, 2934, 18, 18
27, 2, 91, 0, 2, 1, 0
56, 3, 1515, 1421, 20488, 9, 13
21, 1, 78, 57, 4501, 29, 56
4, 1, 51, 45, 5513, 2, 106
40, 1, 987, 761, 32608, 21, 33
19, 2, 240, 175, 10909, 11, 45
33, 2, 607, 474, 38433, 6, 63
13, 2, 1, 0, 5, 1, 2
26, 2, 7, 0, 25, 1, 3
176, 2, 1786, 1780, 1844, 1, 1
87, 2, 7613, 6028, 307606, 3, 40
12, 1, 80, 67, 2023, 16, 24
23, 1, 278, 227, 6537, 31, 23
70, 1, 798, 0, 479, 1, 0
22, 1, 222, 213, 1584, 13, 7
53, 2, 472, 432, 6709, 4, 14
42, 2, 743, 541, 29357, 85, 39
12, 2, 4, 0, 53, 1, 10
30, 2, 780, 577, 47438, 1, 60
14, 1, 303, 255, 13313, 10, 43
38, 2, 2007, 1436, 140965, 40, 70
25, 1, 1678, 769, 111803, 138, 66
42, 2, 694, 0, 20598, 1, 29
22, 1, 1288, 965, 102150, 4, 79
26, 3, 4339, 2523, 302397, 1, 69
32, 3, 4203, 2437, 250581, 126, 59
31, 1, 3592, 2186, 172479, 218, 48
54, 2, 16, 15, 100, 1, 5
63, 1, 689, 659, 3482, 25, 5
16, 1, 57, 50, 1081, 14, 18
28, 3, 1642, 674, 106591, 16, 64
28, 2, 31, 31, 1588, 1, 49
38, 1, 106, 104, 368, 7, 3
28, 1, 404, 289, 19552, 118, 48
95, 1, 2370, 2158, 104879, 56, 44
70, 1, 805, 0, 623, 1, 0
102, 2, 2113, 1976, 24996, 14, 11
33, 1, 375, 315, 7844, 98, 20
49, 3, 9068, 7019, 592798, 3, 65
31, 1, 137, 126, 1939, 5, 14
56, 1, 306, 300, 1023, 3, 3
20, 2, 2, 2, 65, 1, 21
40, 1, 852, 602, 27696, 11, 32
76, 1, 2154, 1856, 36281, 14, 16
30, 2, 265, 251, 3227, 1, 12
22, 1, 274, 0, 2949, 1, 10
97, 1, 4320, 3578, 101975, 158, 23
24, 2, 295, 287, 9766, 1, 32
86, 1, 4667, 3688, 202010, 9, 43
21, 1, 1161, 666, 86674, 38, 74
38, 1, 47, 0, 64, 1, 1
50, 2, 73, 0, 69, 1, 0
45, 1, 1375, 901, 94123, 79, 68
43, 2, 470, 433, 6132, 12, 13
70, 1, 1079, 798, 45602, 11, 42
63, 3, 1329, 1050, 48986, 3, 36
33, 3, 6636, 4528, 528339, 6, 79
21, 3, 259, 254, 5400, 4, 20
36, 2, 72, 68, 774, 2, 10
18, 2, 3180, 1420, 308988, 71, 97
45, 1, 2999, 2028, 152848, 97, 50
12, 2, 5, 0, 117, 1, 19
61, 1, 8591, 6516, 233447, 27, 27
23, 1, 347, 284, 7157, 4, 20
54, 2, 34, 34, 50, 1, 1
30, 1, 863, 605, 50704, 22, 58
21, 2, 210, 181, 4450, 36, 21
15, 3, 7347, 2813, 560706, 48, 76
83, 2, 348, 339, 2319, 4, 6
25, 2, 162, 160, 2165, 1, 13
70, 2, 180, 171, 1573, 6, 8
19, 1, 20, 18, 355, 4, 16
93, 1, 5668, 4597, 133688, 7, 23
105, 2, 982, 960, 2796, 1, 2
61, 2, 203, 203, 105, 1, 0
161, 2, 118, 110, 674, 4, 5
82, 2, 1622, 1349, 56225, 5, 34
39, 2, 511, 370, 32438, 5, 63
15, 3, 1519, 0, 241807, 1, 159
49, 1, 599, 527, 10714, 41, 17
38, 1, 1089, 840, 50602, 13, 46
48, 2, 3122, 1994, 179294, 18, 57
67, 1, 738, 0, 6225, 1, 8
94, 1, 4434, 3471, 111565, 14, 25
23, 2, 42, 0, 133, 1, 3
66, 1, 694, 657, 4994, 9, 7
16, 2, 74, 60, 3171, 14, 42
21, 1, 261, 220, 8145, 55, 31
105, 2, 479, 476, 417, 2, 0
368, 2, 2609, 2503, 7865, 2, 3
46, 2, 496, 0, 4677, 1, 9
32, 2, 334, 224, 12969, 16, 38
44, 1, 8864, 5298, 518632, 16, 58
37, 1, 857, 628, 19565, 32, 22
48, 1, 1115, 832, 56812, 67, 50
21, 2, 97, 96, 309, 1, 3
96, 1, 5698, 4768, 165367, 13, 29
18, 1, 94, 78, 2226, 6, 23
17, 1, 544, 332, 41800, 103, 76
6, 1, 563, 154, 74831, 42, 132
92, 1, 5246, 4159, 133010, 18, 25
23, 1, 87, 0, 3351, 1, 38
12, 1, 3437, 929, 369167, 23, 107
97, 2, 1479, 1388, 9439, 27, 6
61, 2, 144, 0, 268, 1, 1
61, 1, 1521, 1323, 34182, 9, 22
29, 1, 1344, 906, 59927, 151, 44
61, 2, 168, 165, 479, 1, 2
55, 1, 950, 813, 25993, 57, 27
25, 1, 320, 249, 9196, 5, 28
141, 2, 475, 466, 827, 4, 1
73, 1, 1829, 1584, 26604, 52, 14
30, 2, 725, 563, 31370, 3, 43
25, 1, 1141, 725, 60995, 18, 53
28, 1, 399, 286, 14370, 57, 35
17, 1, 42, 40, 1205, 1, 28
71, 2, 47, 46, 269, 2, 5
20, 2, 86, 83, 681, 2, 7
133, 2, 853, 810, 5513, 7, 6
31, 2, 147, 146, 1352, 1, 9
12, 1, 4, 4, 88, 2, 17
16, 1, 311, 236, 12206, 36, 39
10, 1, 34, 31, 819, 22, 23
21, 1, 235, 189, 7452, 7, 31
42, 2, 3, 0, 56, 1, 14
22, 1, 221, 125, 15059, 14, 67
15, 1, 183, 108, 11757, 21, 63
30, 3, 813, 554, 80925, 2, 99
162, 2, 602, 0, 4, 1, 0
29, 1, 1133, 543, 79321, 34, 69
51, 1, 785, 557, 32139, 148, 40
38, 1, 1405, 1277, 54911, 2, 39
33, 1, 2798, 1618, 176974, 346, 63
21, 2, 171, 133, 5394, 4, 31
8, 3, 3537, 910, 478935, 88, 135
45, 1, 293, 194, 12837, 28, 43
20, 1, 115, 0, 24, 1, 0
36, 2, 769, 525, 30731, 5, 39
58, 2, 85, 0, 35, 1, 0
18, 2, 715, 554, 42182, 42, 58
12, 1, 553, 0, 52942, 1, 95
44, 2, 416, 334, 10274, 24, 24
25, 1, 79, 64, 1757, 9, 21
25, 1, 131, 100, 6712, 22, 50
21, 1, 20, 16, 658, 12, 31
21, 2, 62, 52, 2010, 3, 31
25, 1, 419, 391, 7621, 1, 18
196, 2, 1152, 1105, 5673, 6, 4
36, 2, 930, 686, 33676, 109, 36
18, 2, 926, 588, 120353, 1, 129
15, 1, 89, 0, 168, 1, 1
25, 2, 331, 309, 9740, 2, 29
41, 1, 889, 581, 42882, 6, 48
44, 1, 500, 479, 3404, 20, 6
79, 2, 2924, 2760, 42740, 6, 14
15, 1, 145, 85, 13691, 8, 93
21, 2, 112, 0, 4968, 1, 43
27, 1, 537, 417, 18573, 10, 34
84, 1, 4973, 3897, 176016, 10, 35
32, 2, 321, 0, 11941, 1, 37
63, 1, 1952, 1531, 82759, 39, 42
17, 1, 21, 16, 986, 6, 44
23, 2, 160, 134, 8738, 3, 54
34, 2, 20, 0, 137, 1, 6
22, 1, 83, 0, 49, 1, 0
31, 1, 137, 133, 918, 5, 6
39, 2, 42, 36, 1089, 5, 25
29, 1, 300, 288, 2010, 12, 6
8, 1, 856, 434, 130806, 2, 152
25, 1, 917, 587, 69667, 82, 75
27, 1, 194, 170, 5647, 32, 28
62, 2, 4361, 3412, 134321, 36, 30
90, 1, 6726, 5334, 223088, 8, 33
45, 1, 554, 547, 1191, 4, 2
30, 1, 248, 218, 3958, 48, 15
32, 2, 54, 0, 924, 1, 16
27, 2, 312, 305, 4325, 3, 13
58, 1, 3536, 2770, 114966, 29, 32
16, 2, 642, 426, 69833, 1, 108
36, 1, 449, 415, 5028, 21, 11
55, 2, 604, 557, 5457, 4, 9
70, 2, 479, 477, 346, 1, 0
12, 2, 615, 331, 59481, 151, 96
9, 2, 9994, 4095, 1522214, 402, 152
24, 1, 214, 171, 8053, 38, 37
29, 1, 176, 166, 1717, 24, 9
20, 2, 16, 0, 167, 1, 9
18, 2, 193, 167, 6634, 1, 34
48, 2, 524, 0, 15498, 1, 29
86, 1, 2179, 1695, 71404, 155, 32
76, 2, 520, 0, 205, 1, 0
16, 1, 19, 0, 225, 1, 11
116, 1, 1382, 1324, 7045, 22, 5
79, 1, 975, 884, 15413, 60, 15
36, 1, 330, 231, 11156, 37, 33
141, 1, 2374, 2236, 9912, 11, 4
16, 3, 4762, 1210, 310939, 17, 65
33, 1, 2470, 1619, 171342, 251, 69
41, 2, 681, 0, 25485, 1, 37
27, 1, 175, 166, 1045, 3, 5
10, 1, 71, 69, 944, 2, 13
21, 1, 274, 179, 14131, 9, 51
31, 2, 56, 52, 1165, 6, 20
111, 2, 248, 0, 28, 1, 0
88, 1, 915, 874, 8458, 5, 9
14, 2, 6598, 2254, 684188, 230, 103
31, 1, 175, 154, 2874, 38, 16
73, 1, 829, 0, 5346, 1, 6
27, 1, 193, 160, 4724, 51, 24
19, 2, 80, 0, 444, 1, 5
38, 1, 207, 192, 1642, 18, 7
15, 2, 5, 0, 132, 1, 22
29, 2, 44, 42, 275, 1, 6
44, 1, 417, 411, 1150, 1, 2
20, 2, 6, 5, 162, 2, 23
50, 2, 209, 197, 2213, 4, 10
46, 2, 715, 0, 40805, 1, 56
47, 1, 1077, 672, 70777, 195, 65
34, 2, 13, 0, 155, 1, 11
101, 2, 3474, 2684, 94816, 62, 27
114, 2, 1033, 1030, 5510, 1, 5
128, 1, 9902, 8700, 169222, 69, 17
55, 1, 741, 511, 37496, 88, 50
94, 1, 859, 757, 9376, 20, 10
15, 2, 0, 0, 39, 1, 39
32, 1, 914, 567, 48016, 15, 52
12, 1, 254, 189, 17711, 110, 69
39, 1, 616, 489, 20227, 20, 32
8, 2, 0, 0, 29, 1, 29
8, 1, 91, 58, 11078, 90, 120
77, 2, 917, 760, 21853, 13, 23
8, 2, 0, 0, 11, 1, 11
119, 1, 2447, 2334, 25163, 6, 10
49, 1, 291, 225, 10847, 7, 37
136, 1, 8392, 7204, 118305, 154, 14
74, 1, 925, 767, 22024, 15, 23
33, 2, 176, 0, 2438, 1, 13
73, 2, 1027, 983, 7696, 10, 7
173, 2, 152, 0, 120, 1, 0
5, 2, 8, 6, 364, 1, 40
29, 2, 33, 0, 335, 1, 9
105, 2, 1679, 1451, 38609, 15, 22
66, 2, 1944, 0, 59077, 1, 30
54, 1, 3291, 2615, 105145, 15, 31
10, 1, 176, 123, 9347, 14, 52
32, 3, 1032, 725, 52459, 3, 50
31, 2, 59, 54, 924, 5, 15
21, 2, 305, 0, 5525, 1, 18
26, 1, 226, 198, 5112, 10, 22
28, 2, 49, 0, 33, 1, 0
63, 2, 1959, 0, 53657, 1, 27
24, 2, 757, 380, 49528, 22, 65
25, 3, 9335, 3380, 612989, 106, 65
37, 1, 997, 807, 31697, 18, 31
24, 1, 651, 475, 34362, 29, 52
29, 2, 6, 0, 209, 1, 29
16, 1, 177, 92, 14047, 82, 78
20, 2, 3825, 2184, 421626, 118, 110
46, 1, 997, 792, 30452, 63, 30
128, 1, 3436, 2974, 71014, 2, 20
39, 1, 463, 377, 6649, 2, 14
45, 2, 138, 134, 849, 6, 6
39, 1, 404, 368, 5905, 30, 14
64, 1, 1059, 1004, 7467, 25, 7
30, 1, 384, 244, 25515, 101, 66
26, 1, 247, 182, 14212, 18, 57
14, 2, 412, 0, 38300, 1, 92
41, 2, 3035, 1925, 132247, 48, 43
174, 2, 2098, 0, 318, 1, 0
110, 2, 3738, 3304, 75053, 28, 20
33, 1, 517, 495, 5098, 8, 9
93, 1, 9823, 7687, 312119, 155, 31
217, 1, 8970, 7398, 125927, 44, 14
40, 1, 664, 486, 21657, 31, 32
27, 1, 290, 233, 10203, 8, 35
41, 2, 5021, 3129, 328640, 48, 65
102, 1, 2612, 2171, 70518, 5, 26
64, 3, 2433, 2305, 89273, 3, 36
9, 1, 22, 19, 820, 4, 35
15, 1, 202, 164, 8335, 2, 41
298, 2, 4526, 0, 4693, 1, 1
15, 1, 298, 156, 32834, 5, 109
32, 1, 493, 456, 7887, 19, 15
15, 1, 2302, 1130, 248945, 11, 108
51, 2, 37, 35, 722, 5, 19
32, 1, 391, 380, 1702, 7, 4
104, 2, 69, 68, 319, 1, 4
28, 1, 27, 21, 720, 17, 25
18, 2, 1, 0, 61, 1, 30
13, 1, 279, 203, 23621, 21, 84
8, 2, 62, 51, 4283, 8, 67
17, 1, 146, 97, 8132, 59, 55
30, 2, 9, 0, 31, 1, 3
63, 2, 234, 0, 681, 1, 2
34, 1, 404, 366, 6474, 37, 15
48, 1, 1257, 770, 69038, 22, 54
8, 1, 5, 3, 354, 9, 59
18, 2, 10, 0, 148, 1, 13
89, 2, 546, 506, 4457, 9, 8
99, 1, 1192, 1037, 18306, 38, 15
62, 2, 1315, 1068, 59553, 1, 45
35, 2, 35, 34, 529, 1, 14
40, 1, 920, 771, 19582, 18, 21
13, 2, 6217, 1715, 643675, 293, 103
47, 1, 569, 280, 29126, 85, 51
28, 2, 20, 0, 384, 1, 18
169, 1, 7516, 6708, 99648, 25, 13
40, 3, 116, 0, 70, 1, 0
66, 1, 3238, 2296, 131621, 8, 40
136, 2, 1492, 0, 884, 1, 0
22, 1, 605, 408, 39719, 124, 65
42, 1, 464, 397, 9114, 3, 19
96, 1, 1294, 1235, 8081, 10, 6
17, 1, 96, 95, 380, 5, 3
35, 2, 464, 419, 7906, 13, 17
17, 2, 78, 65, 3332, 4, 42
20, 2, 215, 155, 8206, 4, 37
15, 2, 41, 27, 2463, 5, 58
36, 2, 364, 338, 6482, 3, 17
15, 2, 53, 0, 542, 1, 10
22, 1, 433, 231, 29408, 129, 67
48, 2, 98, 0, 560, 1, 5
152, 2, 4852, 4450, 53957, 27, 11
19, 1, 113, 87, 6039, 42, 52
23, 2, 2, 0, 57, 1, 19
31, 1, 1499, 1196, 65311, 119, 43
56, 2, 1053, 1003, 8683, 1, 8
11, 1, 22, 20, 436, 1, 18
14, 1, 51, 43, 1698, 1, 32
6, 2, 6, 0, 293, 1, 41
52, 2, 1126, 656, 68452, 10, 60
49, 1, 1407, 999, 59247, 97, 42
34, 1, 382, 268, 16870, 15, 44
12, 1, 124, 101, 4132, 18, 33
47, 1, 4536, 3193, 221603, 39, 48
12, 1, 115, 114, 9951, 1, 85
67, 1, 1181, 1073, 16425, 37, 13
56, 1, 574, 524, 6942, 1, 12
29, 2, 210, 0, 799, 1, 3
36, 2, 1732, 995, 124237, 6, 71
63, 2, 73, 0, 61, 1, 0
26, 1, 403, 257, 16584, 11, 41
49, 1, 2724, 2221, 65165, 113, 23
76, 1, 1321, 1284, 30878, 1, 23
25, 1, 206, 0, 413, 1, 1
52, 1, 531, 527, 753, 1, 1
49, 1, 444, 395, 6410, 31, 14
22, 1, 423, 365, 23166, 37, 54
14, 1, 10, 10, 34, 1, 3
83, 1, 4123, 3353, 100511, 14, 24
100, 2, 3803, 2669, 121946, 15, 32
7, 1, 43, 39, 1029, 15, 23
15, 1, 258, 179, 15668, 23, 60
29, 2, 11, 0, 192, 1, 16
96, 1, 3230, 2735, 61987, 17, 19
42, 1, 2014, 1720, 63686, 48, 31
55, 2, 201, 0, 55, 1, 0
76, 1, 8127, 6022, 263732, 32, 32
49, 2, 363, 348, 5933, 1, 16
44, 2, 54, 0, 35, 1, 0
56, 2, 2092, 1661, 50709, 6, 24
354, 2, 5223, 5003, 13622, 11, 2
26, 2, 406, 321, 12855, 5, 31
72, 1, 689, 673, 2684, 10, 3
38, 1, 5127, 2836, 366289, 23, 71
16, 1, 149, 0, 6388, 1, 42
39, 2, 31, 0, 64, 1, 2
9, 2, 1, 0, 22, 1, 11
68, 1, 2928, 2037, 124211, 3, 42
115, 2, 479, 0, 896, 1, 1
47, 1, 584, 584, 179, 2, 0
76, 1, 4930, 3200, 194954, 33, 39
40, 2, 28, 0, 333, 1, 11
107, 1, 3764, 3292, 64035, 18, 17
25, 2, 91, 54, 3231, 22, 35
55, 1, 397, 395, 566, 1, 1
25, 2, 5, 5, 26, 1, 4
11, 1, 217, 140, 24446, 24, 112
12, 2, 1379, 471, 232057, 61, 168
45, 1, 177, 117, 7627, 34, 42
29, 1, 276, 272, 2932, 3, 10
127, 2, 947, 0, 2843, 1, 2
21, 2, 141, 0, 202, 1, 1
39, 2, 1395, 1026, 71636, 18, 51
44, 1, 352, 242, 18316, 11, 51
15, 2, 74, 73, 474, 3, 6
72, 1, 679, 617, 10673, 2, 15
16, 1, 139, 131, 1904, 16, 13
178, 2, 6559, 6242, 109069, 1, 16
35, 1, 298, 281, 2746, 7, 9
53, 1, 906, 756, 22782, 78, 25
53, 1, 1983, 1571, 64477, 33, 32
36, 3, 3393, 1980, 221160, 87, 65
115, 2, 131, 129, 361, 3, 2
76, 1, 6052, 4928, 148406, 40, 24
31, 1, 836, 659, 32913, 9, 39
22, 1, 1026, 867, 84491, 8, 82
26, 2, 290, 0, 3578, 1, 12
84, 1, 407, 353, 4751, 11, 11
45, 1, 535, 0, 5177, 1, 9
31, 1, 254, 238, 2194, 14, 8
28, 1, 2071, 1079, 191822, 379, 92
62, 2, 32, 29, 165, 1, 5
18, 1, 2970, 1567, 465670, 238, 156
48, 1, 1479, 943, 94023, 114, 63
13, 2, 4, 3, 256, 7, 51
15, 1, 83, 62, 3991, 57, 47
24, 2, 27, 22, 1003, 6, 35
32, 3, 227, 180, 9353, 29, 41
57, 1, 380, 362, 2243, 4, 5
48, 3, 3479, 2527, 163481, 171, 46
38, 3, 7081, 4654, 431801, 13, 60
17, 1, 321, 269, 9164, 2, 28
41, 1, 3397, 2410, 154302, 5, 45
22, 1, 218, 0, 905, 1, 4
32, 2, 98, 90, 1933, 3, 19
60, 1, 299, 270, 2821, 14, 9
58, 1, 569, 0, 2022, 1, 3
8, 3, 1002, 437, 88569, 9, 88
13, 2, 126, 119, 1970, 2, 15
37, 3, 7622, 6385, 310804, 1, 40
23, 1, 172, 170, 622, 6, 3
86, 1, 802, 0, 1703, 1, 2
49, 2, 5560, 2462, 283812, 77, 51
40, 2, 1084, 0, 63208, 1, 58
18, 1, 343, 220, 28254, 6, 82
10, 1, 56, 25, 5910, 7, 103
107, 1, 865, 830, 7899, 4, 9
24, 1, 514, 288, 27914, 46, 54
13, 3, 2041, 737, 185419, 16, 90
24, 1, 272, 223, 6943, 33, 25
39, 2, 364, 359, 980, 2, 2
19, 2, 140, 0, 2040, 1, 14
33, 1, 1146, 607, 72482, 14, 63
38, 1, 406, 328, 8199, 7, 20
40, 1, 1658, 1045, 82072, 38, 49
13, 2, 0, 0, 44, 1, 44
38, 1, 385, 337, 10290, 8, 26
46, 1, 891, 714, 29160, 103, 32
21, 2, 379, 263, 22819, 2, 60
33, 1, 301, 293, 1102, 3, 3
25, 1, 85, 76, 1204, 11, 14
164, 1, 1773, 1574, 15309, 11, 8
26, 1, 281, 276, 417, 1, 1
25, 1, 74, 49, 2756, 37, 36
60, 1, 3670, 2531, 142815, 35, 38
111, 1, 8826, 6664, 170979, 28, 19
22, 2, 156, 138, 9569, 1, 60
37, 1, 420, 398, 3700, 5, 8
53, 2, 408, 392, 1586, 11, 3
60, 1, 4028, 2992, 162226, 31, 40
108, 1, 1802, 1171, 48484, 23, 26
19, 2, 1020, 727, 112868, 10, 110
27, 1, 350, 332, 4993, 4, 14
21, 1, 7328, 2945, 611565, 264, 83
46, 1, 3152, 1640, 140288, 23, 44
29, 2, 30, 29, 328, 1, 10
33, 1, 957, 569, 57677, 4, 60
68, 2, 160, 157, 504, 2, 3
19, 1, 16, 11, 681, 6, 40
22, 1, 168, 146, 3386, 2, 20
106, 1, 9158, 6802, 288288, 227, 31
13, 1, 36, 33, 778, 10, 21
31, 2, 206, 0, 400, 1, 1
35, 2, 185, 109, 7873, 22, 42
30, 1, 144, 114, 5442, 47, 37
10, 3, 826, 365, 82986, 1, 100
47, 1, 3362, 2004, 236240, 62, 70
98, 2, 1338, 0, 18577, 1, 13
16, 1, 25, 20, 937, 3, 36
72, 1, 834, 833, 1370, 1, 1
13, 1, 69, 68, 123, 3, 1
56, 3, 952, 717, 17980, 60, 18
48, 2, 2650, 2028, 118929, 44, 44
337, 1, 4592, 4548, 11403, 2, 2
7, 3, 163, 136, 4954, 61, 30
56, 2, 205, 0, 436, 1, 2
17, 1, 16, 14, 195, 3, 11
21, 1, 527, 240, 31317, 26, 59
59, 2, 360, 0, 586, 1, 1
10, 1, 6, 5, 31, 1, 4
65, 1, 493, 487, 1434, 3, 2
24, 1, 80, 0, 585, 1, 7
16, 2, 4, 3, 178, 4, 35
23, 1, 16, 0, 90, 1, 5
31, 2, 169, 0, 212, 1, 1
22, 3, 2002, 1639, 304389, 69, 151
22, 2, 15, 13, 531, 3, 33
34, 2, 21, 0, 48, 1, 2
12, 3, 351, 231, 51128, 9, 145
88, 1, 2503, 2009, 52761, 91, 21
39, 1, 224, 223, 146, 1, 0
46, 2, 1124, 739, 67643, 159, 60
27, 1, 254, 180, 10075, 31, 39
38, 1, 311, 0, 1972, 1, 6
17, 2, 203, 196, 873, 6, 4
24, 2, 1048, 747, 71363, 1, 68
11, 2, 2, 2, 148, 1, 49
40, 2, 378, 364, 3276, 8, 8
15, 2, 3, 3, 163, 1, 40
73, 2, 414, 411, 2729, 2, 6
31, 1, 477, 449, 7031, 5, 14
9, 2, 165, 123, 8136, 2, 49
13, 2, 1, 0, 44, 1, 22
9, 1, 12, 12, 175, 1, 13
55, 2, 432, 332, 16853, 18, 38
14, 2, 108, 0, 1234, 1, 11
43, 1, 505, 469, 6839, 26, 13
79, 2, 102, 94, 1295, 5, 12
103, 1, 1547, 1517, 2982, 7, 1
24, 2, 637, 546, 33503, 5, 52
49, 1, 1718, 1393, 25127, 21, 14
27, 2, 306, 0, 7800, 1, 25
11, 2, 0, 0, 42, 2, 42
73, 2, 5162, 3838, 237739, 1, 46
91, 1, 9430, 6626, 226724, 106, 24
37, 2, 573, 444, 15472, 61, 26
33, 2, 359, 318, 5852, 6, 16
16, 2, 203, 165, 7832, 64, 38
30, 1, 503, 430, 13018, 5, 25
37, 1, 931, 618, 30092, 12, 32
53, 2, 1267, 761, 67380, 15, 53
88, 2, 294, 289, 1279, 1, 4
14, 1, 18, 17, 251, 3, 13
57, 3, 1137, 869, 56001, 1, 49
40, 2, 246, 221, 4428, 20, 17
13, 2, 2, 0, 41, 1, 13
55, 2, 269, 0, 3886, 1, 14
16, 2, 250, 186, 14792, 94, 58
38, 2, 590, 502, 12223, 43, 20
22, 1, 106, 82, 4936, 11, 46
60, 2, 469, 0, 4170, 1, 8
59, 1, 661, 0, 1391, 1, 2
136, 2, 994, 0, 113, 1, 0
92, 1, 6133, 4881, 154905, 7, 25
17, 2, 342, 270, 12893, 8, 37
26, 1, 23, 18, 813, 10, 33
30, 2, 5, 5, 122, 1, 20
30, 1, 2774, 1797, 180334, 53, 64
85, 2, 179, 0, 108, 1, 0
38, 3, 2397, 2250, 111709, 1, 46
89, 2, 323, 315, 1295, 6, 3
89, 1, 6070, 4322, 235520, 122, 38
17, 1, 367, 247, 18333, 30, 49
22, 2, 8, 8, 361, 1, 40
19, 1, 217, 143, 9068, 32, 41
26, 1, 117, 115, 279, 5, 2
35, 2, 153, 0, 1511, 1, 9
10, 2, 61, 48, 2376, 30, 38
63, 1, 2895, 2225, 98433, 215, 33
32, 2, 17, 0, 250, 1, 13
24, 2, 338, 261, 12726, 1, 37
39, 1, 4347, 3299, 223929, 5, 51
43, 1, 3218, 2359, 164180, 26, 51
13, 2, 35, 0, 184, 1, 5
23, 1, 226, 205, 2871, 26, 12
48, 1, 629, 449, 21640, 11, 34
18, 2, 3096, 1177, 299939, 35, 96
100, 2, 2755, 0, 59255, 1, 21
17, 2, 47, 37, 2534, 4, 52
22, 2, 9, 0, 13, 1, 1
48, 1, 499, 0, 1245, 1, 2
37, 1, 1085, 651, 41521, 18, 38
52, 2, 78, 0, 223, 1, 2
42, 2, 621, 581, 12315, 1, 19
44, 2, 281, 276, 3082, 5, 10
14, 3, 2569, 1022, 349878, 102, 136
30, 2, 367, 353, 4149, 1, 11
83, 2, 777, 771, 885, 5, 1
59, 2, 2102, 1542, 80036, 25, 38
41, 1, 7910, 3893, 423101, 152, 53
4, 1, 30, 29, 322, 3, 10
79, 1, 3042, 2436, 76116, 11, 25
59, 1, 685, 492, 28535, 96, 41
29, 2, 62, 58, 1271, 1, 20
27, 1, 3838, 2753, 273182, 62, 71
61, 2, 557, 0, 978, 1, 1
8, 2, 185, 146, 13781, 51, 74
17, 2, 5, 5, 90, 2, 15
64, 1, 856, 562, 36865, 128, 43
38, 2, 106, 0, 157, 1, 1
29, 1, 662, 500, 46864, 3, 70
30, 1, 1918, 1370, 117083, 3, 61
77, 1, 753, 713, 3335, 11, 4
20, 1, 302, 244, 11897, 3, 39
50, 1, 5512, 2210, 194730, 34, 35
17, 1, 116, 102, 5680, 13, 48
17, 1, 36, 0, 335, 1, 9
18, 1, 138, 89, 6449, 35, 46
19, 1, 442, 304, 23432, 157, 52
27, 1, 331, 0, 8015, 1, 24
13, 2, 7, 6, 155, 1, 19
59, 1, 1961, 1632, 51961, 17, 26
64, 2, 369, 352, 2524, 8, 6
43, 1, 204, 200, 1057, 3, 5
9, 2, 1118, 436, 131212, 11, 117
25, 2, 7, 7, 15, 1, 1
29, 1, 141, 131, 2248, 9, 15
15, 3, 307, 277, 29370, 1, 95
27, 2, 15, 0, 20, 1, 1
38, 2, 19, 0, 78, 1, 3
18, 2, 363, 198, 24759, 133, 68
129, 1, 6297, 4692, 159228, 28, 25
51, 1, 1912, 1608, 52990, 4, 27
16, 2, 4, 0, 0, 1, 0
138, 1, 9762, 8038, 179965, 247, 18
41, 2, 19, 0, 12, 1, 0
41, 2, 87, 82, 570, 3, 6
28, 1, 307, 289, 3301, 26, 10
218, 1, 9341, 8013, 102479, 48, 10
21, 2, 8, 6, 253, 1, 28
24, 1, 38, 34, 518, 7, 13
52, 2, 147, 0, 168, 1, 1
30, 2, 81, 77, 1715, 1, 20
26, 1, 1969, 1204, 169235, 22, 85
54, 2, 46, 46, 168, 1, 3
29, 2, 279, 261, 4781, 4, 17
61, 2, 982, 834, 23768, 22, 24
34, 1, 2018, 1298, 78190, 177, 38
15, 1, 556, 276, 39047, 197, 70
63, 1, 2819, 2062, 78459, 199, 27
76, 2, 3175, 0, 74282, 1, 23
43, 1, 2544, 1993, 89385, 69, 35
57, 2, 724, 722, 2751, 2, 3
91, 1, 797, 764, 5326, 19, 6
105, 2, 9489, 7152, 184796, 7, 19
164, 2, 2626, 2386, 26283, 7, 10
115, 1, 5417, 4172, 158859, 55, 29
20, 1, 90, 84, 1140, 2, 12
20, 1, 122, 97, 5655, 3, 45
26, 1, 2446, 1531, 229059, 15, 93
30, 2, 81, 0, 44, 1, 0
19, 1, 98, 84, 3475, 1, 35
38, 2, 3925, 2022, 199936, 72, 50
57, 2, 703, 600, 15481, 88, 21
61, 1, 893, 853, 12790, 2, 14
19, 1, 156, 148, 2566, 1, 16
27, 1, 344, 311, 4554, 5, 13
18, 1, 197, 170, 3591, 4, 18
25, 2, 189, 0, 5176, 1, 27
21, 1, 744, 214, 45786, 45, 61
24, 1, 203, 203, 579, 1, 2
16, 2, 29, 0, 103, 1, 3
37, 2, 652, 559, 17262, 89, 26
24, 1, 891, 465, 57790, 8, 64
