Snippet length, Patch size, Time to find human repair (ms), First valid repair, Total repairs sampled, Distinct valid repairs, Throughput
57, 2, 663, 653, 2220, 5, 3
36, 2, 285, 226, 8919, 2, 31
19, 1, 65, 57, 1550, 5, 23
23, 1, 279, 0, 37197, 1, 132
6, 2, 28, 25, 1183, 3, 40
60, 1, 9838, 7245, 382677, 18, 38
23, 3, 555, 312, 56624, 56, 101
58, 1, 1035, 591, 58207, 244, 56
56, 2, 1606, 1236, 93859, 1, 58
47, 2, 712, 635, 31558, 4, 44
12, 1, 4, 3, 301, 1, 60
164, 2, 4098, 3990, 28080, 9, 6
18, 1, 387, 253, 31654, 11, 81
118, 2, 5702, 4564, 131828, 36, 23
18, 2, 214, 0, 20709, 1, 96
5, 1, 70, 55, 7239, 2, 101
48, 1, 869, 749, 32568, 2, 37
110, 1, 2763, 2071, 72042, 47, 26
21, 1, 162, 148, 3402, 11, 20
33, 2, 245, 0, 77, 1, 0
15, 1, 9, 9, 77, 2, 7
106, 1, 6207, 4965, 164693, 19, 26
22, 2, 576, 267, 38128, 17, 66
103, 2, 2699, 2322, 72842, 37, 26
18, 2, 87, 74, 1982, 13, 22
63, 2, 439, 379, 9181, 10, 20
21, 1, 183, 140, 9396, 15, 51
93, 3, 9281, 8076, 255772, 2, 27
27, 1, 1185, 756, 124121, 61, 104
32, 2, 220, 0, 6043, 1, 27
83, 2, 1684, 1605, 19384, 8, 11
17, 2, 511, 361, 68406, 4, 133
33, 2, 82, 0, 917, 1, 11
50, 2, 467, 458, 2839, 1, 6
52, 2, 545, 540, 2716, 2, 4
103, 2, 1131, 0, 3230, 1, 2
140, 1, 1795, 1760, 4613, 6, 2
16, 2, 52, 45, 2865, 1, 54
34, 1, 905, 610, 57700, 7, 63
40, 1, 600, 450, 26808, 112, 44
43, 2, 571, 0, 28962, 1, 50
23, 2, 179, 175, 4246, 1, 23
14, 1, 48, 0, 353, 1, 7
32, 2, 97, 0, 805, 1, 8
27, 1, 789, 463, 92686, 5, 117
22, 2, 552, 241, 55629, 28, 100
26, 1, 297, 267, 11354, 23, 38
95, 1, 1679, 1432, 39637, 8, 23
4, 1, 22, 0, 757, 1, 32
20, 3, 246, 229, 2844, 4, 11
110, 1, 1695, 1522, 37917, 18, 22
23, 1, 1022, 571, 96784, 79, 94
63, 1, 416, 405, 2206, 3, 5
36, 3, 817, 414, 66645, 16, 81
29, 1, 659, 270, 44510, 170, 67
71, 2, 736, 641, 22413, 12, 30
111, 2, 2836, 2746, 18951, 15, 6
12, 2, 2, 2, 76, 1, 25
24, 3, 164, 163, 1420, 1, 8
23, 2, 4, 0, 44, 1, 8
56, 2, 333, 315, 4567, 6, 13
43, 1, 667, 476, 37922, 128, 56
58, 1, 323, 294, 4179, 8, 12
37, 1, 364, 327, 4705, 4, 12
62, 1, 9175, 6697, 548009, 118, 59
33, 1, 342, 326, 4050, 22, 11
25, 2, 121, 0, 1332, 1, 10
43, 2, 231, 228, 1559, 2, 6
42, 1, 324, 272, 15118, 9, 46
25, 1, 263, 193, 13965, 32, 52
16, 1, 36, 33, 1013, 4, 27
26, 1, 361, 330, 5744, 4, 15
70, 1, 2025, 1361, 106402, 72, 52
71, 2, 694, 0, 1187, 1, 1
67, 1, 1268, 1219, 13603, 6, 10
49, 1, 855, 654, 38681, 6, 45
32, 2, 18, 0, 448, 1, 23
29, 1, 646, 528, 19439, 121, 30
88, 2, 856, 853, 1243, 1, 1
43, 2, 57, 0, 109, 1, 1
67, 2, 1021, 923, 19859, 13, 19
13, 2, 67, 61, 1198, 10, 17
27, 2, 40, 0, 73, 1, 1
61, 1, 4049, 3166, 182243, 37, 44
53, 2, 3865, 0, 215235, 1, 55
204, 1, 1629, 1593, 6349, 2, 3
60, 2, 1123, 0, 9697, 1, 8
35, 1, 184, 179, 1699, 4, 9
20, 2, 35, 29, 1184, 1, 32
16, 1, 761, 505, 61741, 252, 81
79, 3, 9698, 6373, 414399, 1, 42
132, 2, 2541, 2167, 57471, 28, 22
62, 2, 1528, 1127, 75754, 37, 49
8, 1, 2, 1, 288, 5, 96
23, 1, 210, 205, 2410, 4, 11
14, 3, 2223, 1370, 360852, 1, 162
103, 1, 1002, 860, 14018, 18, 13
18, 3, 8178, 4258, 1080620, 1, 132
26, 1, 322, 222, 15142, 97, 46
74, 1, 3220, 2506, 112669, 4, 34
61, 3, 4575, 3268, 200569, 61, 43
106, 2, 985, 940, 7843, 2, 7
51, 2, 755, 457, 36605, 5, 48
28, 1, 597, 532, 24781, 8, 41
51, 2, 213, 174, 10462, 5, 48
48, 2, 327, 274, 10068, 3, 30
22, 2, 1119, 534, 105565, 8, 94
16, 1, 56, 48, 1217, 5, 21
34, 1, 454, 305, 21268, 23, 46
8, 1, 12, 11, 278, 5, 21
51, 1, 504, 417, 12133, 21, 24
19, 1, 9, 9, 43, 3, 4
73, 2, 1210, 0, 23902, 1, 19
56, 2, 747, 580, 20807, 10, 27
127, 2, 2671, 2633, 9299, 7, 3
32, 1, 1998, 1097, 139754, 22, 69
18, 1, 248, 238, 5040, 3, 20
73, 2, 261, 257, 1889, 3, 7
69, 2, 598, 546, 10766, 12, 17
79, 2, 1170, 867, 61474, 54, 52
60, 2, 7958, 0, 473386, 1, 59
34, 1, 680, 467, 52764, 14, 77
131, 2, 1578, 1439, 29175, 12, 18
134, 1, 7375, 6212, 167715, 49, 22
59, 1, 5089, 3496, 212815, 62, 41
54, 2, 400, 391, 2878, 6, 7
174, 2, 2251, 1993, 59111, 7, 26
86, 1, 5939, 4309, 184794, 86, 31
20, 2, 74, 0, 187, 1, 2
36, 1, 51, 49, 396, 7, 7
35, 1, 316, 297, 4381, 29, 13
47, 3, 3902, 2696, 268331, 71, 68
58, 2, 643, 594, 10309, 9, 16
16, 2, 133, 103, 5864, 1, 43
45, 2, 488, 0, 35883, 1, 73
24, 1, 319, 299, 6967, 32, 21
28, 2, 2300, 0, 183746, 1, 79
23, 2, 1089, 724, 122101, 141, 112
107, 1, 6352, 5247, 163257, 250, 25
92, 2, 1260, 1201, 8755, 1, 6
166, 2, 2992, 2901, 18526, 8, 6
49, 2, 455, 0, 11554, 1, 25
48, 2, 960, 847, 24778, 25, 25
41, 2, 588, 561, 5323, 8, 9
71, 2, 1106, 984, 17358, 4, 15
25, 1, 454, 307, 38377, 9, 84
87, 2, 795, 0, 6908, 1, 8
31, 2, 102, 0, 530, 1, 5
75, 1, 647, 633, 3774, 3, 5
65, 2, 668, 0, 4576, 1, 6
54, 1, 2495, 1920, 138970, 18, 55
32, 3, 735, 624, 24630, 3, 33
11, 2, 174, 148, 10829, 9, 61
62, 2, 676, 670, 2593, 1, 3
50, 2, 362, 330, 6232, 10, 17
98, 2, 8462, 0, 328993, 1, 38
38, 2, 129, 125, 1262, 1, 9
15, 2, 245, 172, 13731, 6, 55
42, 2, 445, 431, 3456, 4, 7
70, 1, 982, 847, 11277, 9, 11
23, 1, 157, 112, 16022, 9, 101
24, 1, 996, 583, 75992, 31, 76
30, 1, 254, 214, 7338, 9, 28
66, 2, 338, 334, 1408, 1, 4
13, 1, 36, 34, 313, 5, 8
24, 1, 178, 135, 7350, 8, 41
21, 2, 19, 17, 230, 2, 11
34, 3, 3410, 2073, 237541, 63, 69
17, 1, 13, 10, 753, 2, 53
33, 2, 85, 68, 4145, 4, 48
116, 2, 2180, 2106, 14738, 10, 6
27, 2, 255, 0, 2819, 1, 11
34, 2, 5, 0, 44, 1, 7
19, 2, 444, 346, 24013, 13, 53
49, 3, 638, 449, 37341, 48, 58
27, 1, 168, 0, 334, 1, 1
31, 2, 327, 311, 2625, 32, 8
57, 3, 1090, 0, 38006, 1, 34
24, 2, 62, 0, 419, 1, 6
29, 1, 322, 242, 13123, 64, 40
34, 1, 253, 239, 1849, 23, 7
22, 1, 158, 157, 4450, 2, 27
64, 2, 267, 0, 778, 1, 2
137, 2, 1727, 1477, 47017, 19, 27
9, 2, 60, 56, 920, 11, 15
31, 2, 121, 112, 1917, 2, 15
55, 2, 119, 117, 463, 3, 3
108, 2, 2397, 2209, 39764, 15, 16
8, 1, 61, 58, 1028, 9, 16
63, 2, 451, 397, 10065, 11, 22
75, 2, 950, 0, 45419, 1, 47
121, 2, 1160, 0, 15239, 1, 13
32, 1, 2479, 1752, 166888, 120, 67
77, 2, 999, 954, 10003, 6, 10
30, 1, 336, 304, 6679, 81, 19
46, 1, 1066, 842, 45338, 10, 42
28, 2, 102, 102, 446, 1, 4
245, 1, 8687, 8042, 63908, 42, 7
16, 1, 170, 133, 12348, 3, 72
32, 1, 533, 327, 29468, 27, 55
70, 2, 5086, 3880, 257725, 134, 50
42, 1, 1446, 942, 122079, 5, 84
61, 2, 275, 271, 5533, 1, 20
81, 2, 712, 667, 10345, 3, 14
56, 1, 141, 121, 3744, 22, 26
40, 2, 151, 151, 133, 1, 0
24, 2, 1725, 0, 230821, 1, 133
83, 1, 3458, 2865, 123885, 51, 35
33, 1, 293, 282, 1917, 3, 6
23, 2, 390, 284, 23209, 2, 59
36, 3, 805, 658, 56330, 3, 69
24, 1, 169, 127, 7275, 18, 42
40, 2, 30, 0, 203, 1, 6
48, 1, 595, 581, 4167, 10, 6
15, 1, 610, 364, 52529, 4, 85
54, 2, 470, 436, 7074, 7, 15
10, 1, 534, 324, 75110, 8, 140
60, 1, 1527, 1022, 57850, 16, 37
41, 2, 140, 129, 2544, 6, 18
27, 2, 783, 593, 42028, 40, 53
26, 1, 191, 167, 4680, 41, 24
54, 2, 1374, 1008, 70359, 14, 51
20, 2, 179, 0, 517, 1, 2
9, 2, 93, 77, 7728, 1, 82
14, 1, 42, 38, 1460, 2, 33
259, 1, 4091, 3833, 18302, 86, 4
94, 2, 186, 170, 3065, 11, 16
45, 1, 620, 536, 26104, 5, 42
10, 3, 277, 229, 19011, 48, 68
28, 1, 194, 188, 1258, 24, 6
23, 2, 86, 74, 1605, 6, 18
53, 2, 1540, 1309, 53324, 25, 34
11, 2, 15, 13, 1077, 8, 67
32, 1, 305, 268, 7332, 21, 23
10, 1, 157, 138, 13535, 21, 85
33, 1, 821, 565, 58522, 15, 71
30, 1, 391, 272, 21478, 4, 54
42, 1, 347, 309, 5820, 14, 16
94, 2, 2106, 1917, 42514, 15, 20
14, 2, 1470, 704, 214474, 32, 145
33, 2, 351, 329, 7774, 8, 22
92, 1, 4860, 4057, 136046, 81, 27
28, 1, 362, 183, 29873, 1, 82
74, 1, 7337, 3670, 262025, 128, 35
7, 1, 104, 53, 15618, 3, 148
12, 1, 770, 235, 91979, 12, 119
20, 2, 80, 0, 11, 1, 0
48, 2, 189, 0, 815, 1, 4
80, 2, 553, 542, 2483, 3, 4
13, 2, 61, 0, 1802, 1, 29
20, 1, 18, 18, 16, 1, 0
16, 1, 23, 22, 100, 4, 4
143, 1, 6974, 5958, 175454, 15, 25
48, 2, 393, 391, 742, 2, 1
84, 2, 754, 676, 15385, 6, 20
109, 2, 1108, 998, 20364, 7, 18
7, 1, 11, 9, 1567, 8, 130
232, 3, 9634, 0, 112310, 1, 11
31, 2, 140, 114, 6722, 4, 47
71, 1, 2315, 2031, 73886, 6, 31
71, 2, 458, 0, 418, 1, 0
27, 2, 294, 0, 7079, 1, 23
31, 1, 315, 296, 4186, 7, 13
17, 2, 94, 75, 5494, 13, 57
96, 1, 923, 905, 1337, 3, 1
18, 1, 119, 0, 2682, 1, 22
76, 1, 1230, 1199, 5726, 18, 4
59, 2, 389, 386, 1048, 2, 2
7, 1, 97, 67, 16342, 9, 166
9, 1, 112, 98, 5154, 2, 45
29, 2, 360, 330, 4858, 6, 13
50, 1, 4181, 3244, 188080, 43, 44
60, 1, 2551, 2202, 113687, 37, 44
14, 1, 67, 0, 241, 1, 3
7, 1, 198, 127, 45838, 13, 230
7, 1, 430, 223, 133289, 22, 309
81, 2, 1044, 0, 42403, 1, 40
5, 1, 30, 30, 293, 2, 9
24, 1, 2464, 1611, 224255, 15, 90
26, 2, 136, 120, 3253, 3, 23
28, 2, 4222, 2816, 458576, 25, 108
117, 1, 1555, 1380, 26469, 27, 17
44, 2, 486, 407, 12624, 4, 25
50, 2, 503, 0, 229, 1, 0
57, 1, 1200, 1076, 26166, 11, 21
91, 3, 4567, 3838, 132453, 65, 28
44, 3, 2328, 1488, 166113, 122, 71
13, 1, 15, 11, 961, 8, 60
102, 2, 2059, 1766, 55332, 19, 26
22, 3, 680, 393, 40522, 5, 59
58, 3, 2616, 2099, 103195, 74, 39
88, 2, 1197, 1156, 7839, 10, 6
58, 2, 613, 532, 10393, 4, 16
75, 2, 364, 353, 1783, 9, 4
78, 2, 1075, 911, 33802, 9, 31
66, 1, 2464, 1907, 84772, 15, 34
114, 2, 5905, 0, 212300, 1, 35
124, 2, 2495, 2263, 50476, 23, 20
73, 3, 8385, 5795, 388977, 155, 46
15, 1, 214, 159, 12325, 77, 57
29, 2, 241, 219, 5228, 41, 21
141, 2, 1417, 1396, 6325, 4, 4
32, 1, 530, 468, 8385, 3, 15
79, 1, 3614, 2993, 142194, 22, 39
55, 1, 4069, 3067, 151796, 21, 37
42, 2, 96, 0, 204, 1, 2
15, 1, 9569, 4650, 1354680, 1246, 141
15, 2, 215, 166, 15917, 26, 73
41, 1, 1270, 930, 61201, 15, 48
19, 2, 104, 0, 2499, 1, 23
87, 2, 666, 647, 6245, 4, 9
36, 2, 711, 581, 35434, 5, 49
144, 2, 1534, 1455, 15718, 10, 10
169, 2, 2582, 0, 23624, 1, 9
33, 1, 776, 580, 40231, 17, 51
9, 1, 118, 105, 5568, 12, 46
51, 1, 629, 440, 36421, 20, 57
74, 2, 1906, 1632, 43750, 9, 22
12, 1, 203, 135, 17904, 4, 87
31, 3, 427, 376, 9056, 16, 21
36, 2, 138, 0, 1010, 1, 7
106, 2, 2379, 1879, 94524, 43, 39
18, 1, 990, 584, 76066, 95, 76
54, 1, 798, 650, 17811, 108, 22
66, 1, 779, 716, 8523, 48, 10
33, 2, 132, 128, 833, 3, 6
11, 1, 28, 24, 1719, 3, 59
223, 2, 4403, 4175, 27116, 13, 6
48, 1, 1521, 1212, 78230, 30, 51
66, 1, 3086, 2490, 126877, 73, 41
18, 1, 119, 0, 154, 1, 1
59, 2, 1634, 1231, 81009, 65, 49
21, 2, 146, 130, 4003, 8, 27
137, 2, 3630, 0, 70922, 1, 19
41, 1, 951, 870, 26943, 26, 28
39, 1, 276, 262, 2963, 5, 10
27, 2, 472, 414, 13167, 2, 27
131, 2, 1209, 1150, 10443, 3, 8
48, 2, 707, 645, 12314, 12, 17
90, 2, 2267, 2121, 26691, 7, 11
32, 1, 334, 0, 985, 1, 2
71, 2, 2673, 1844, 123955, 16, 46
17, 3, 193, 130, 10751, 2, 55
17, 1, 205, 195, 2838, 10, 13
20, 1, 620, 351, 63606, 145, 102
32, 1, 615, 502, 20122, 6, 32
66, 1, 1380, 1258, 14407, 17, 10
67, 2, 30, 0, 43, 1, 1
67, 2, 12, 0, 215, 1, 16
71, 2, 680, 675, 1061, 1, 1
178, 1, 9800, 8363, 148860, 247, 15
49, 2, 219, 200, 4901, 4, 22
9, 2, 85, 82, 1797, 11, 20
7, 2, 0, 0, 21, 1, 21
58, 1, 488, 478, 1913, 17, 3
50, 2, 2813, 2380, 134692, 9, 47
44, 2, 1546, 1387, 61975, 3, 40
14, 2, 88, 82, 1564, 14, 17
99, 1, 1550, 1303, 39408, 14, 25
108, 2, 860, 762, 20047, 18, 23
13, 1, 149, 65, 15078, 2, 100
343, 1, 8954, 8180, 138793, 51, 15
87, 2, 880, 791, 19135, 14, 21
18, 1, 525, 286, 48592, 11, 92
25, 1, 577, 292, 47239, 10, 81
96, 2, 1503, 0, 9065, 1, 6
50, 2, 778, 749, 7727, 4, 9
57, 2, 148, 0, 323, 1, 2
94, 2, 843, 807, 8033, 5, 9
31, 2, 1612, 0, 112503, 1, 69
49, 2, 510, 458, 11024, 17, 21
17, 1, 151, 131, 4878, 23, 32
42, 1, 379, 269, 21432, 86, 56
55, 2, 532, 0, 10400, 1, 19
79, 2, 1226, 1194, 4740, 25, 3
21, 1, 252, 220, 11734, 12, 46
51, 1, 641, 621, 4796, 1, 7
35, 3, 5122, 2962, 450955, 8, 88
100, 2, 2388, 2132, 58425, 24, 24
29, 1, 317, 296, 3584, 2, 11
95, 2, 2490, 0, 71683, 1, 28
44, 2, 7806, 3616, 608703, 151, 77
119, 2, 2427, 2269, 34819, 20, 14
21, 1, 294, 257, 44735, 14, 151
30, 1, 358, 305, 12062, 35, 33
64, 2, 965, 687, 37588, 34, 38
150, 2, 4517, 4327, 43982, 12, 9
42, 1, 778, 566, 30257, 99, 38
32, 2, 277, 241, 5845, 42, 21
68, 1, 2388, 1911, 53902, 44, 22
55, 2, 635, 0, 10889, 1, 17
52, 1, 671, 555, 15988, 63, 23
11, 2, 814, 374, 125592, 197, 154
40, 3, 4584, 2819, 352210, 216, 76
89, 2, 2019, 1636, 93551, 2, 46
59, 1, 808, 747, 5874, 5, 7
13, 1, 391, 243, 35547, 3, 90
145, 1, 1236, 1000, 30766, 54, 24
35, 1, 515, 446, 13532, 8, 26
54, 2, 414, 384, 6037, 8, 14
15, 2, 39, 39, 250, 1, 6
44, 1, 585, 508, 21910, 14, 37
24, 1, 269, 255, 2041, 2, 7
45, 2, 341, 323, 4438, 7, 12
47, 2, 3006, 0, 167803, 1, 55
38, 2, 261, 258, 1732, 1, 6
19, 1, 117, 113, 700, 5, 5
8, 2, 12, 0, 292, 1, 22
22, 1, 138, 128, 1604, 9, 11
18, 1, 163, 162, 2956, 1, 18
79, 2, 2763, 2402, 73730, 2, 26
72, 2, 1074, 1020, 12816, 16, 11
48, 1, 914, 644, 26159, 110, 28
11, 2, 39, 33, 1735, 13, 43
10, 2, 15, 13, 720, 6, 45
22, 1, 73, 64, 1862, 8, 25
31, 3, 1604, 0, 101113, 1, 62
26, 1, 331, 320, 4760, 1, 14
90, 2, 3179, 0, 76914, 1, 24
133, 1, 5318, 4447, 101768, 105, 19
23, 3, 207, 204, 949, 3, 4
26, 2, 352, 0, 7804, 1, 22
51, 2, 301, 298, 930, 1, 3
40, 2, 669, 596, 14643, 14, 21
28, 1, 610, 516, 18991, 63, 31
21, 2, 47, 39, 1871, 4, 38
27, 2, 294, 0, 7496, 1, 25
27, 2, 801, 657, 79321, 1, 98
24, 1, 217, 202, 4491, 12, 20
36, 1, 351, 298, 9107, 31, 25
48, 2, 382, 374, 2029, 3, 5
10, 2, 26, 26, 242, 1, 8
37, 1, 4948, 3399, 454410, 68, 91
59, 1, 887, 767, 29663, 13, 33
130, 2, 1700, 1675, 5837, 1, 3
7, 1, 90, 79, 2068, 8, 22
81, 2, 1108, 1061, 7874, 5, 7
135, 2, 2498, 0, 13195, 1, 5
97, 2, 3354, 2839, 97402, 34, 29
84, 1, 1188, 962, 37593, 16, 31
31, 1, 1504, 931, 126616, 93, 84
54, 1, 495, 464, 5719, 2, 11
9, 1, 41, 39, 567, 4, 13
12, 1, 89, 84, 1099, 4, 12
60, 1, 812, 811, 2598, 1, 3
49, 1, 397, 0, 6, 1, 0
31, 2, 555, 439, 20107, 33, 36
16, 1, 37, 35, 635, 5, 16
59, 3, 2664, 1593, 156318, 53, 58
12, 3, 198, 0, 41914, 1, 210
8, 2, 78, 76, 2384, 15, 30
27, 1, 270, 260, 4553, 3, 16
107, 2, 972, 962, 1738, 2, 1
145, 2, 1635, 1466, 36561, 10, 22
76, 1, 1729, 1575, 35145, 10, 20
6, 1, 66, 48, 5414, 31, 80
24, 1, 2920, 1661, 223139, 196, 76
123, 2, 1380, 1374, 4819, 3, 3
17, 1, 14, 0, 822, 1, 54
85, 1, 822, 811, 2411, 7, 2
67, 1, 5040, 3540, 301121, 34, 59
81, 2, 880, 866, 2791, 7, 3
112, 2, 837, 0, 483, 1, 0
45, 1, 392, 368, 6876, 15, 17
22, 1, 314, 246, 12007, 19, 38
86, 2, 986, 0, 15756, 1, 15
22, 1, 184, 172, 3166, 13, 17
22, 1, 253, 225, 10107, 4, 39
6, 2, 47, 43, 1874, 7, 39
13, 2, 52, 50, 584, 2, 11
29, 2, 256, 192, 10870, 3, 42
48, 2, 1016, 0, 21167, 1, 20
17, 1, 502, 259, 43560, 13, 86
50, 2, 111, 0, 839, 1, 7
77, 2, 918, 701, 28248, 34, 30
92, 2, 1306, 1272, 5825, 11, 4
18, 1, 49, 38, 2057, 10, 41
64, 1, 1000, 870, 12887, 22, 12
248, 2, 3779, 3742, 8528, 5, 2
47, 2, 421, 0, 4664, 1, 11
13, 1, 38, 31, 2401, 10, 61
63, 2, 566, 560, 1137, 2, 2
13, 1, 115, 102, 7128, 9, 61
96, 2, 961, 0, 1143, 1, 1
83, 1, 746, 656, 15832, 20, 21
54, 1, 819, 804, 4903, 5, 5
106, 1, 2314, 2045, 41942, 32, 18
149, 2, 1572, 1409, 37260, 8, 23
41, 2, 1144, 1047, 27553, 2, 24
13, 1, 1296, 538, 148739, 19, 114
45, 1, 553, 448, 16686, 79, 30
63, 3, 4991, 3884, 224299, 88, 44
71, 2, 931, 0, 9474, 1, 10
12, 1, 3, 3, 85, 3, 21
15, 1, 108, 89, 3954, 4, 36
75, 1, 804, 753, 11096, 11, 13
33, 2, 299, 248, 6367, 4, 21
29, 1, 403, 370, 5365, 2, 13
45, 3, 2731, 1661, 167185, 78, 61
21, 2, 1, 0, 31, 1, 15
85, 2, 296, 290, 916, 5, 3
19, 3, 43, 41, 710, 2, 16
21, 1, 185, 179, 9706, 9, 52
14, 2, 1, 0, 50, 1, 25
11, 3, 263, 215, 17064, 5, 64
76, 2, 1451, 1358, 19316, 3, 13
42, 2, 602, 453, 29843, 16, 49
27, 2, 25, 0, 286, 1, 11
39, 2, 187, 159, 6207, 8, 33
95, 1, 1625, 1605, 5405, 1, 3
35, 2, 590, 0, 29214, 1, 49
21, 2, 198, 0, 428, 1, 2
15, 1, 189, 117, 18071, 116, 95
9, 2, 2, 0, 18, 1, 6
45, 1, 5250, 3099, 336268, 24, 64
37, 2, 709, 624, 18865, 10, 26
65, 3, 2017, 1430, 108410, 67, 53
81, 2, 467, 0, 13, 1, 0
68, 1, 1349, 1300, 9580, 10, 7
36, 2, 424, 398, 7717, 1, 18
34, 1, 6162, 2976, 379869, 57, 61
10, 1, 43, 41, 458, 1, 10
18, 1, 67, 62, 1096, 12, 16
40, 2, 251, 234, 4091, 3, 16
14, 1, 727, 445, 54316, 119, 74
47, 3, 1782, 1245, 109681, 152, 61
45, 2, 504, 489, 3513, 2, 6
36, 2, 185, 0, 3493, 1, 18
67, 2, 748, 0, 2973, 1, 3
84, 1, 1327, 1110, 46511, 18, 35
33, 2, 296, 291, 4621, 2, 15
82, 3, 5611, 4355, 217927, 121, 38
42, 2, 288, 248, 7294, 10, 25
58, 1, 2185, 1749, 108583, 17, 49
19, 2, 2573, 988, 241295, 11, 93
70, 1, 787, 738, 15498, 7, 19
23, 2, 451, 0, 25927, 1, 57
43, 2, 439, 338, 18011, 5, 40
78, 2, 735, 0, 148, 1, 0
17, 1, 150, 0, 2433, 1, 16
72, 1, 5462, 4051, 171602, 60, 31
11, 2, 20, 19, 333, 1, 15
11, 1, 138, 71, 24458, 18, 175
54, 1, 1647, 1428, 36138, 11, 21
30, 1, 25, 20, 686, 7, 26
10, 1, 79, 74, 3111, 2, 38
178, 1, 2802, 2485, 31387, 23, 11
100, 2, 6194, 3905, 178204, 2, 28
10, 2, 66, 64, 476, 3, 7
13, 2, 57, 0, 5096, 1, 87
103, 3, 2592, 0, 35480, 1, 13
67, 2, 754, 0, 19422, 1, 25
35, 1, 589, 540, 27741, 5, 47
13, 1, 106, 90, 4518, 8, 42
130, 2, 2324, 2194, 19972, 7, 8
36, 2, 30, 28, 543, 2, 17
6, 3, 86, 58, 7111, 45, 81
56, 2, 283, 268, 3245, 5, 11
155, 2, 1395, 1370, 6743, 3, 4
66, 1, 1923, 1403, 78926, 11, 41
50, 2, 491, 451, 7228, 21, 14
56, 1, 2132, 1332, 147276, 107, 69
45, 1, 637, 617, 4155, 3, 6
36, 1, 514, 345, 29445, 27, 57
46, 1, 754, 613, 30500, 12, 40
104, 2, 1933, 1667, 53794, 23, 27
15, 3, 668, 301, 69335, 21, 103
19, 3, 333, 264, 14592, 3, 43
27, 1, 183, 169, 3261, 31, 17
9, 2, 5, 4, 310, 4, 51
15, 1, 135, 107, 5277, 6, 38
23, 1, 96, 94, 371, 1, 3
15, 1, 270, 146, 21320, 56, 78
41, 3, 2178, 1421, 170174, 94, 78
14, 2, 273, 0, 35808, 1, 130
45, 1, 469, 438, 6122, 3, 13
59, 2, 189, 185, 869, 1, 4
90, 2, 1205, 1190, 8697, 2, 7
167, 2, 5168, 4497, 108944, 1, 21
37, 1, 314, 295, 5466, 9, 17
74, 3, 2991, 2376, 128651, 146, 42
165, 2, 2372, 2350, 5449, 2, 2
45, 2, 309, 248, 16014, 7, 51
81, 2, 681, 0, 2738, 1, 4
214, 2, 5666, 4949, 122620, 1, 21
52, 2, 610, 0, 11269, 1, 18
58, 1, 597, 579, 2560, 10, 4
18, 1, 79, 73, 2184, 6, 27
66, 2, 769, 729, 5734, 2, 7
14, 2, 207, 189, 5668, 2, 27
15, 1, 120, 99, 3980, 12, 32
67, 1, 461, 446, 3573, 2, 7
29, 3, 2895, 2168, 246733, 4, 85
11, 1, 62, 59, 2038, 4, 32
65, 2, 1044, 854, 38380, 21, 36
22, 3, 150, 0, 3240, 1, 21
101, 2, 1656, 1392, 48740, 32, 29
16, 1, 184, 128, 15610, 15, 84
16, 1, 198, 159, 11984, 8, 60
14, 3, 1440, 747, 231998, 2, 160
82, 2, 1244, 0, 31548, 1, 25
156, 2, 2284, 2025, 31086, 40, 13
19, 3, 1250, 576, 124412, 22, 99
359, 2, 8926, 8217, 123423, 27, 13
207, 2, 3918, 3774, 25576, 7, 6
23, 2, 225, 0, 183, 1, 0
122, 2, 3772, 0, 85316, 1, 22
24, 1, 286, 154, 28287, 33, 98
70, 2, 1700, 1510, 35111, 20, 20
317, 2, 3410, 0, 1369, 1, 0
17, 1, 156, 129, 5068, 8, 32
89, 1, 579, 571, 1378, 8, 2
35, 1, 395, 264, 21855, 109, 55
16, 1, 12, 9, 537, 10, 41
75, 2, 1167, 1033, 23268, 5, 19
78, 1, 5770, 4872, 205500, 5, 35
17, 2, 32, 23, 2002, 10, 60
69, 2, 1892, 1771, 27475, 19, 14
37, 1, 509, 499, 2848, 4, 5
27, 3, 1392, 862, 108873, 146, 78
32, 1, 1262, 1029, 53947, 29, 42
21, 2, 67, 0, 268, 1, 3
108, 2, 1072, 1049, 6393, 3, 5
13, 3, 117, 90, 10550, 3, 89
152, 2, 1475, 1400, 16175, 4, 10
80, 1, 1155, 1015, 13376, 10, 11
185, 1, 8915, 8142, 91780, 120, 10
64, 2, 929, 875, 12138, 14, 13
51, 2, 1311, 963, 78920, 1, 60
58, 2, 738, 632, 22585, 22, 30
47, 2, 81, 0, 2886, 1, 35
24, 2, 115, 104, 2772, 23, 23
99, 3, 7261, 5907, 264781, 159, 36
133, 2, 1686, 1494, 37998, 14, 22
63, 1, 2513, 2021, 86936, 17, 34
34, 3, 1351, 1092, 63665, 67, 47
18, 1, 130, 118, 4393, 1, 33
23, 2, 656, 0, 49817, 1, 75
4, 1, 43, 0, 1894, 1, 43
37, 1, 739, 603, 38450, 65, 51
192, 2, 1779, 1774, 842, 1, 0
33, 2, 87, 0, 163, 1, 1
33, 2, 136, 118, 2766, 1, 20
117, 1, 7637, 5414, 256959, 86, 33
13, 1, 129, 47, 12845, 13, 98
62, 1, 664, 641, 4927, 6, 7
128, 1, 2527, 2447, 13987, 11, 5
39, 2, 9354, 6037, 596730, 508, 63
28, 2, 374, 314, 13819, 10, 36
